blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,matchMin,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
1,28167,46,327,76,25906,1,15,2,18,62,7,1,0,1,0,0,1,0,0,0,1,21161,43,356,80,16703,0,2,15,1,59,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
1,26481,44,264,80,26304,1,18,14,22,26,11,0,0,0,0,0,0,0,1,2,0,28110,44,327,83,30976,0,14,18,12,27,9,1,0,1,0,0,1,0,0,0,1,28,1,1,0,0,0,0,0,0,0,0,0,0
1,27225,46,340,72,26486,1,12,8,11,21,11,1,0,1,1,0,0,0,0,0,1,24690,45,336,84,23234,0,8,12,6,45,2,0,0,0,0,0,0,0,1,1,0,31,0,0,0,0,0,0,0,0,1,0,0,0
1,28638,45,352,57,31229,0,18,12,9,27,6,0,0,0,0,0,0,0,1,1,1,24121,42,284,66,28983,1,12,18,12,24,7,1,0,1,0,1,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0
1,22302,42,318,52,22032,1,7,12,7,26,8,0,0,0,0,0,0,0,1,1,0,27383,44,365,79,27388,0,12,7,12,31,5,1,0,1,0,0,1,0,0,0,1,32,0,0,0,1,0,0,0,0,0,0,0,0
1,26138,43,322,56,28190,0,10,7,13,52,7,0,0,0,0,0,0,0,1,1,1,22494,44,295,79,21369,1,7,10,7,23,8,1,0,1,0,0,1,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0
1,24754,44,353,91,21165,0,9,7,12,115,6,0,0,0,0,0,0,0,1,1,1,23266,44,347,52,19904,1,7,9,10,97,9,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0
0,25989,44,340,56,25448,1,13,12,12,28,5,0,0,0,0,0,0,0,1,1,1,25148,44,305,92,25364,0,12,13,12,22,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0
1,26892,45,386,79,23604,0,9,8,17,266,10,0,0,0,0,0,0,0,1,1,1,23086,44,342,68,24856,1,8,9,13,26,5,1,0,1,0,1,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0
1,30825,45,345,68,24049,0,17,11,25,21,8,1,0,3,1,1,1,0,1,1,0,22746,39,229,76,20302,1,11,17,9,17,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,1,0,0,0,0,0,0,0
0,23879,43,264,83,25885,0,12,11,10,35,9,0,0,0,0,0,0,0,1,1,0,26578,42,356,55,25355,1,11,12,12,21,5,1,0,1,0,0,1,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0,0
0,26570,42,314,75,31600,0,8,15,17,27,5,0,0,1,0,1,0,0,0,0,1,26708,43,324,56,26883,1,15,8,24,23,3,1,0,1,0,1,0,0,1,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0
0,21552,41,234,59,26883,0,8,23,8,0,2,0,0,0,0,0,0,0,0,0,0,31755,47,357,63,37318,1,23,8,22,0,3,1,0,3,1,0,2,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0
0,22363,42,299,64,24729,0,8,17,3,17,3,0,0,0,0,0,0,0,0,0,0,28719,45,316,68,27231,1,17,8,18,56,6,1,0,1,0,0,1,0,1,1,1,23,0,0,0,0,0,0,0,0,0,1,0,0
1,25698,44,328,83,31266,0,14,13,12,21,4,0,0,0,0,0,0,0,1,1,0,24907,42,314,52,26562,1,13,14,12,20,1,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,0,0,0,0,0,0,0,0
1,21023,43,321,63,21691,1,3,6,5,42,5,0,0,0,0,0,0,0,1,1,0,24231,45,344,87,23197,0,6,3,5,22,6,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,1,0,0,0,0,0,0,0
1,26580,44,309,60,27237,1,12,11,9,20,3,1,0,1,0,0,1,0,0,0,1,24396,44,317,68,26170,0,11,12,11,45,6,0,0,0,0,0,0,0,1,1,0,39,0,0,0,0,0,0,1,0,0,0,0,0
0,25351,42,337,60,27020,1,13,10,12,24,4,0,0,0,0,0,0,0,1,1,1,23529,41,280,64,28121,0,10,13,11,53,5,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0
0,23486,43,301,52,29980,0,12,17,6,0,3,0,0,0,0,0,0,0,0,0,1,26841,47,282,72,32031,1,17,12,14,0,3,0,0,0,0,0,0,0,1,2,0,25,0,0,0,0,0,0,1,0,1,0,0,0
1,21214,41,279,56,21217,0,6,13,6,33,5,0,0,0,0,0,0,0,0,0,0,26913,44,323,67,29731,1,13,6,14,21,5,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0
1,25076,44,319,76,22185,1,13,7,11,19,6,0,0,0,0,0,0,0,1,1,1,23045,44,340,52,30301,0,7,13,9,23,3,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0
1,25904,42,336,72,27593,1,13,6,17,28,8,0,0,0,0,0,0,0,1,1,0,23663,42,343,76,23383,0,6,13,10,51,8,0,0,0,0,0,0,0,0,1,1,29,0,0,0,1,0,0,0,1,0,0,0,0
0,22628,42,282,84,19305,1,7,9,4,18,3,0,0,0,0,0,0,0,0,0,1,25479,43,344,68,22615,0,9,7,7,45,2,1,0,1,0,1,0,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,1
0,23791,44,308,68,20501,1,8,11,11,26,9,0,0,0,0,0,0,0,0,1,1,25180,44,341,80,20811,0,11,8,15,26,10,0,0,0,0,0,0,0,1,1,0,31,0,1,0,0,0,0,0,0,0,0,1,0
1,24829,43,341,72,21479,1,11,10,14,30,11,0,0,0,0,0,0,0,1,1,1,24000,42,300,68,22502,0,10,11,15,31,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0
1,26176,43,322,72,25248,1,13,9,15,36,6,1,0,1,0,1,0,0,0,0,1,22832,42,280,60,23841,0,9,13,9,23,8,0,0,0,0,0,0,0,1,1,0,35,0,0,0,0,0,0,0,0,0,1,0,0
1,27336,45,325,76,30390,0,16,12,10,26,5,0,0,0,0,0,0,0,1,2,1,25416,41,286,92,29407,1,12,16,15,24,4,1,0,1,1,0,0,0,0,0,0,36,1,0,0,1,0,0,0,0,0,0,0,0
0,23309,43,325,89,21879,0,5,11,5,31,9,0,0,0,0,0,0,0,0,0,1,23533,44,323,66,21449,1,11,5,13,21,8,0,0,0,0,0,0,0,1,1,0,40,0,0,0,0,0,0,0,0,0,1,0,0
1,28215,46,377,63,23800,1,14,2,12,27,10,1,0,2,0,0,2,0,1,2,1,19608,41,293,70,16541,0,2,14,2,134,9,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,0,0,0,0
0,23547,42,275,60,21987,1,10,18,6,24,5,0,0,0,0,0,0,0,0,0,1,30481,47,379,79,36719,0,18,10,18,32,6,1,0,1,1,0,0,0,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,1
1,23382,44,340,90,22735,0,7,15,7,23,4,0,0,0,0,0,0,0,0,0,1,26633,45,343,56,25198,1,15,7,21,17,3,0,0,0,0,0,0,0,1,2,0,34,0,0,0,0,0,0,0,1,0,1,0,0
0,24788,43,315,64,26811,1,10,5,15,36,3,0,0,0,0,0,0,0,1,1,1,22369,44,336,79,24643,0,5,10,6,27,9,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,1,0,0,0,0,1,0
1,24007,41,272,63,29718,0,9,22,8,23,5,1,0,1,0,1,0,0,0,0,1,30099,44,332,71,39335,1,22,9,22,46,4,0,0,1,0,0,1,0,1,1,0,37,0,0,0,0,0,0,0,0,1,0,0,0
1,31620,47,342,83,34809,1,21,9,15,0,6,1,0,2,1,0,1,0,1,2,1,22696,43,272,51,27679,0,9,21,13,0,5,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0,0,0,0,0,0
0,25590,43,284,68,27901,0,14,10,14,25,5,0,0,0,0,0,0,0,0,0,1,24823,43,334,63,24344,1,10,14,8,21,4,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
1,23771,45,339,68,23243,0,7,7,4,20,9,0,0,0,0,0,0,0,1,1,0,23507,43,353,59,22584,1,7,7,10,28,4,0,0,0,0,0,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0
0,25080,44,278,68,23272,1,13,13,16,31,5,0,0,0,0,0,0,0,1,1,0,25958,43,269,76,30695,0,13,13,10,32,6,1,0,2,0,2,0,0,0,0,1,33,0,0,0,0,0,1,0,0,0,0,0,0
1,26381,43,330,71,25063,0,11,8,10,30,5,1,0,1,0,0,1,0,1,1,1,22460,44,277,60,23483,1,8,11,5,23,7,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0
0,26410,44,329,96,22061,0,12,12,11,28,4,0,0,0,0,0,0,0,1,1,0,25970,44,326,68,23051,1,12,12,9,24,11,1,0,1,0,1,0,0,0,0,1,27,0,0,1,0,0,0,0,0,0,0,0,0
0,21636,43,337,66,14095,0,3,9,3,27,8,0,0,0,0,0,0,0,0,0,1,24641,46,358,79,20941,1,9,3,8,36,5,0,0,0,0,0,0,0,1,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0
0,20512,42,314,64,16922,1,4,8,1,20,5,0,0,0,0,0,0,0,0,0,1,22648,42,329,76,18053,0,8,4,6,24,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
0,26403,46,350,77,28444,1,15,10,12,26,4,0,0,0,0,0,0,0,1,2,1,25107,46,316,82,25789,0,10,15,9,23,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0
1,24029,45,328,71,27706,0,10,7,8,21,5,0,0,0,0,0,0,0,1,1,0,22605,43,319,64,20654,1,7,10,7,22,4,0,0,0,0,0,0,0,0,0,1,28,0,0,0,1,0,0,0,0,0,0,0,0
0,29057,45,335,76,27378,1,16,11,14,17,7,1,0,1,1,0,0,0,0,0,1,24906,44,340,64,24605,0,11,16,10,27,8,0,0,0,0,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,1
1,29760,46,361,76,27318,1,14,5,12,63,11,1,0,2,0,1,1,0,1,1,1,20973,42,304,71,16199,0,5,14,6,24,5,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0
1,26050,44,328,50,25765,1,14,4,23,21,4,0,0,1,1,0,0,0,0,0,1,23244,42,364,83,22858,0,4,14,4,27,7,1,0,1,0,0,1,0,1,1,0,22,0,0,0,0,0,0,0,0,0,1,0,0
1,25933,43,339,64,22836,1,11,7,10,32,11,0,0,0,0,0,0,0,1,1,1,23109,41,274,76,19059,0,7,11,10,27,7,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0
1,26617,44,335,70,31208,1,9,5,6,23,8,0,0,1,0,1,0,0,1,2,1,20416,42,283,58,16127,0,5,9,5,32,2,1,0,1,0,1,0,0,0,0,0,28,0,0,0,0,1,1,0,0,0,0,0,0
0,28314,43,307,63,31661,1,16,15,17,29,10,0,0,0,0,0,0,0,0,0,1,26084,42,285,74,24759,0,15,16,20,25,5,1,0,1,1,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,1,0,0
0,22447,39,276,44,20577,0,10,21,11,31,3,0,0,0,0,0,0,0,0,0,0,28904,43,307,88,30882,1,21,10,28,25,5,0,0,0,0,0,0,0,1,2,0,24,0,0,0,0,0,0,1,1,0,0,0,0
1,25260,44,317,52,26095,0,15,12,12,0,9,0,0,0,0,0,0,0,0,0,0,24664,44,306,60,26882,1,12,15,12,0,17,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
0,25586,44,348,71,26651,1,13,7,16,29,5,0,0,0,0,0,0,0,0,0,1,23755,45,373,80,24759,0,7,13,4,287,6,0,0,0,0,0,0,0,1,1,0,26,0,0,0,0,0,0,0,0,1,0,0,0
1,26831,45,325,80,25910,1,11,10,9,25,5,0,0,0,0,0,0,0,0,0,1,23806,43,327,60,28962,0,10,11,12,19,7,0,0,0,0,0,0,0,1,1,0,34,0,0,0,0,0,0,1,0,0,0,0,0
0,23451,42,342,65,21749,0,7,13,9,21,9,0,0,0,0,0,0,0,0,0,0,27347,44,350,72,22554,1,13,7,16,31,4,1,0,1,0,1,0,0,1,1,1,24,0,0,0,0,0,0,1,0,0,0,0,0
1,27639,44,309,84,27827,1,12,13,11,64,10,1,0,1,1,0,0,0,0,0,0,25258,43,302,72,25149,0,13,12,19,26,36,0,0,1,0,1,0,0,1,1,1,26,0,0,0,0,0,0,0,0,0,0,0,1
0,23006,41,306,68,23077,0,7,18,8,47,3,0,0,0,0,0,0,0,0,0,1,28048,43,278,70,31898,1,18,7,16,24,6,1,0,1,0,0,1,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0
0,19703,39,247,43,13314,0,6,9,9,17,2,0,0,0,0,0,0,0,0,0,0,28661,44,360,88,19558,1,9,6,11,27,4,1,0,4,2,1,1,0,1,1,1,23,0,0,0,0,0,0,0,0,1,0,0,0
0,30390,43,337,56,30407,0,20,17,22,59,8,1,0,2,1,1,0,0,0,0,0,27141,43,263,76,30410,1,17,20,18,27,7,0,0,0,0,0,0,0,1,1,1,24,0,0,0,0,0,0,0,0,1,0,0,0
1,27848,45,318,81,33503,0,19,10,25,40,8,0,0,0,0,0,0,0,1,1,0,24077,41,302,72,27635,1,10,19,13,48,3,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,1,0,0,0,0,0,0
1,25484,45,396,63,24215,0,11,7,10,26,11,0,0,0,0,0,0,0,0,0,0,21830,42,310,72,22371,1,7,11,4,27,4,0,0,0,0,0,0,0,1,1,1,26,0,0,0,0,0,0,0,0,0,0,1,0
1,30054,43,328,72,26304,1,18,14,19,18,11,1,0,1,0,1,0,0,0,1,1,25934,43,314,72,29789,0,14,18,15,28,6,0,0,1,0,0,1,0,1,1,0,37,1,0,0,0,0,0,0,0,0,1,0,0
1,24734,44,312,84,24705,1,11,8,8,22,6,0,0,0,0,0,0,0,1,1,1,23238,45,325,52,24162,0,8,11,6,23,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0
1,24747,44,295,70,24278,1,13,14,9,18,5,0,0,0,0,0,0,0,0,0,0,27278,44,369,60,31221,0,14,13,9,31,4,1,0,1,1,0,0,0,1,1,1,28,0,0,0,0,0,0,0,1,0,0,0,0
1,22969,41,274,43,20760,0,8,14,8,23,6,0,0,0,0,0,0,0,0,0,0,26570,44,356,80,24352,1,14,8,9,21,3,1,0,1,1,0,0,0,1,1,1,38,0,0,0,0,0,0,0,1,0,0,0,0
0,20630,39,245,56,19592,1,5,19,6,20,2,0,0,0,0,0,0,0,0,0,1,29194,44,335,60,31145,0,19,5,21,17,4,1,0,2,1,0,1,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,1,0
1,31112,43,320,75,31155,1,20,15,26,41,7,1,0,2,1,1,0,0,1,1,1,27547,44,306,64,30961,0,15,20,23,24,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0
0,23505,43,339,86,18840,0,8,11,8,27,8,0,0,0,0,0,0,0,1,1,0,26751,45,375,80,28678,1,11,8,5,27,4,1,0,1,0,1,0,0,0,1,1,33,0,0,0,0,1,0,1,0,0,0,0,0
1,21962,42,313,76,25105,1,6,8,7,19,5,0,0,0,0,0,0,0,1,2,0,24684,43,345,71,32470,0,8,6,13,48,8,0,0,0,0,0,0,0,0,0,1,33,1,0,0,1,0,0,0,0,0,0,0,0
0,23841,43,388,63,21842,1,8,9,6,24,6,0,0,0,0,0,0,0,0,0,0,23007,45,307,84,21203,0,9,8,8,28,9,0,0,0,0,0,0,0,1,1,1,26,0,0,0,0,0,0,0,1,0,0,0,0
1,26905,42,307,80,27704,1,14,7,17,132,5,0,0,0,0,0,0,0,1,1,1,21072,40,259,50,19924,0,7,14,6,24,3,1,0,1,0,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0
1,27301,44,314,64,27517,1,14,7,15,25,5,1,0,1,0,0,1,0,1,1,0,23390,44,323,68,25812,0,7,14,6,19,5,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,1,0,0,0,0,0,0
1,23857,43,328,68,23671,0,8,13,6,28,2,0,0,0,0,0,0,0,0,0,0,23472,43,276,72,27206,1,13,8,11,51,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
1,27020,43,323,88,29733,1,16,9,16,64,3,1,0,1,0,0,1,0,1,1,1,23862,43,329,40,28869,0,9,16,12,23,9,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0
0,22183,42,330,64,18140,1,5,11,4,24,5,0,0,0,0,0,0,0,0,0,1,25405,44,354,71,20727,0,11,5,11,26,6,1,0,1,0,0,1,0,1,1,0,24,0,0,0,0,0,0,0,1,0,0,0,0
1,27388,43,314,66,26199,0,15,10,18,56,11,1,0,1,1,0,0,0,0,0,1,25415,41,336,64,23868,1,10,15,13,33,11,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
1,26991,44,293,77,28627,1,16,9,14,119,4,0,0,0,0,0,0,0,0,0,1,23243,43,299,70,30166,0,9,16,7,20,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
1,21684,42,344,62,20182,1,7,9,3,24,11,0,0,0,0,0,0,0,1,1,0,23639,43,300,60,21446,0,9,7,11,29,3,0,0,0,0,0,0,0,0,0,1,34,0,0,0,1,0,0,0,0,0,0,0,0
0,24609,45,331,76,22006,0,12,7,16,22,6,0,0,0,0,0,0,0,1,1,0,23613,44,342,88,20332,1,7,12,4,35,5,0,0,0,0,0,0,0,0,0,1,33,0,0,0,1,0,0,0,0,0,0,0,0
0,27182,44,374,56,34501,1,11,5,15,47,7,1,0,1,0,0,1,0,0,0,0,20644,43,285,82,17243,0,5,11,5,22,7,0,0,0,0,0,0,0,1,1,1,29,0,0,0,0,0,0,0,0,1,0,0,0
1,26169,44,353,80,21299,0,11,13,13,18,7,0,0,0,0,0,0,0,1,1,0,26376,45,357,80,20969,1,13,11,12,21,4,1,0,1,0,1,0,0,0,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0
0,23339,42,247,76,29129,0,11,11,9,23,5,0,0,1,1,0,0,0,0,0,1,26286,45,299,80,30787,1,11,11,8,20,6,1,0,1,0,0,1,0,1,2,0,31,0,0,0,0,0,0,1,0,0,1,0,0
0,24408,42,311,89,22196,1,7,10,15,24,5,0,0,0,0,0,0,0,1,1,1,23412,44,301,55,22231,0,10,7,15,24,5,1,0,1,0,1,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0
1,22874,44,356,67,23929,0,7,8,8,56,7,0,0,0,0,0,0,0,0,0,0,23207,46,362,76,23706,1,8,7,3,34,17,0,0,0,0,0,0,0,1,1,1,36,0,0,0,0,0,0,0,0,1,0,0,0
0,21843,43,304,73,20596,1,7,9,2,29,9,0,0,0,0,0,0,0,1,1,0,23575,43,323,58,19055,0,9,7,11,27,10,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0
1,23649,45,340,75,25624,1,9,12,3,30,12,0,0,0,0,0,0,0,1,2,0,24756,44,343,60,21685,0,12,9,12,28,12,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,1,0,0,0,0,0,0,0
1,21229,43,330,60,22749,0,5,7,5,26,8,0,0,0,0,0,0,0,1,1,0,22775,43,371,56,16880,1,7,5,4,26,8,0,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,0,0,0,0,0,0
0,21929,44,296,64,19804,0,7,15,5,0,7,0,0,0,0,0,0,0,0,0,1,28729,48,344,96,27841,1,15,7,14,0,4,1,0,1,0,0,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,1
1,26144,46,318,68,28630,1,14,5,16,26,9,0,0,0,0,0,0,0,0,0,1,21049,40,301,84,20370,0,5,14,5,30,9,0,0,0,0,0,0,0,1,1,0,34,0,0,0,0,0,0,0,0,1,0,0,0
1,24415,44,315,84,30023,0,8,8,6,31,9,0,0,0,0,0,0,0,1,1,1,23549,43,314,64,22718,1,8,8,9,25,7,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0
1,28124,43,314,60,33567,0,19,11,24,28,8,0,0,0,0,0,0,0,0,0,1,24660,40,314,64,28896,1,11,19,16,25,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
1,25219,45,328,64,18495,1,9,5,10,22,2,1,0,1,1,0,0,0,1,1,1,22848,44,337,80,25179,0,5,9,5,23,4,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0
0,28766,44,296,76,29547,0,17,14,16,22,8,1,0,1,0,1,0,0,0,0,1,24821,41,265,56,24659,1,14,17,14,170,2,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
0,23893,43,281,72,21819,0,10,13,13,59,4,0,0,0,0,0,0,0,0,0,1,24902,45,311,68,28195,1,13,10,13,57,10,0,0,0,0,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,1,0,0
