,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
0,KR_6424104488,False,12547,1082,24,6.0,165,38,12679,1,7,13,7,11,8,0,0,,0,0,0,0,0,0,,0,0,True,20209,3144,35,5.833333333333333,179,44,15515,0,13,7,21,13,1,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6406693312,False,12352,1752,27,6.75,200,56,9871,1,3,4,4,17,2,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0,True,17189,3774,40,6.666666666666667,231,51,12269,0,4,3,3,16,2,0,0,,0,0,0,0,0,0,,0,1
0,KR_6405362911,False,11813,2073,25,6.25,175,38,7907,0,3,6,4,41,4,0,0,,0,0,0,0,0,0,,0,1,True,16871,4786,36,6.0,184,45,12942,1,6,3,7,21,19,0,0,,0,0,0,0,0,0,,0,0
0,KR_6423890674,False,12159,664,25,6.25,158,42,13587,1,6,13,6,9,2,0,0,,0,0,0,0,0,0,,0,0,True,21520,3935,39,6.5,216,49,19897,0,13,6,14,15,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6423863342,True,12883,1343,27,6.75,191,48,11648,1,6,2,7,12,2,0,0,,0,0,0,0,0,0,,0,0,False,17030,5220,37,6.166666666666667,245,44,11194,0,2,6,2,13,3,0,0,,0,0,0,0,0,0,,0,1
0,KR_6419169035,True,12850,1910,26,6.5,200,52,7350,0,4,3,6,17,5,0,0,,0,0,0,0,0,0,,0,0,False,16558,5148,37,6.166666666666667,240,48,10364,1,3,4,1,23,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6424501299,True,12914,2159,27,6.75,197,40,12773,0,6,8,3,20,2,0,0,,0,0,0,0,0,0,,0,1,False,19389,1849,36,6.0,210,52,14150,1,8,6,9,15,7,0,0,,0,0,0,0,0,0,,0,0
0,KR_6420972262,True,13284,3294,26,6.5,207,36,13217,1,8,3,10,20,4,0,0,,0,0,0,0,0,0,,0,0,False,16024,1759,36,6.0,202,52,13304,0,3,8,2,15,5,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0
0,KR_6425138402,True,13122,5697,26,6.5,195,56,11912,0,5,5,7,13,4,0,0,,0,0,0,0,0,0,,0,0,False,16345,2355,36,6.0,177,32,12574,1,5,5,3,19,2,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0
0,KR_6424232346,False,13498,4563,27,6.75,201,47,11926,0,7,10,8,30,3,0,0,,0,0,0,0,0,0,,0,0,True,18243,4828,37,6.166666666666667,189,45,17509,1,10,7,11,10,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6412508354,True,12383,2403,27,6.75,203,51,10119,1,4,2,5,12,1,0,0,,0,0,0,0,0,0,,0,0,False,15152,2282,37,6.166666666666667,214,36,12008,0,2,4,3,17,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6415417045,False,12526,1086,27,6.75,187,50,13407,0,7,5,4,13,5,0,0,,0,0,0,0,0,0,,0,0,True,17607,4007,39,6.5,201,41,15914,1,5,7,4,14,2,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6422639089,False,11652,4232,26,6.5,181,44,8050,0,3,10,5,22,3,0,0,,0,0,0,0,0,0,,0,0,True,20446,5001,37,6.166666666666667,238,52,18024,1,10,3,16,18,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6416651983,True,12756,2621,26,6.5,191,54,13461,1,5,5,6,13,3,0,0,,0,0,0,0,0,0,,0,1,False,17051,3021,37,6.166666666666667,211,35,14708,0,5,5,5,15,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6419837755,False,13258,3448,25,6.25,167,36,13477,0,7,8,9,20,2,0,0,,0,0,0,0,0,0,,0,0,True,18577,1237,37,6.166666666666667,224,46,18772,1,8,7,11,18,4,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0
0,KR_6419453278,False,14941,3491,26,6.5,188,44,15088,1,11,9,11,23,6,0,0,,0,0,0,0,0,0,,0,0,True,18026,3346,35,5.833333333333333,149,44,18089,0,9,11,10,18,3,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0
0,KR_6414226298,True,13290,3670,28,7.0,198,48,10827,1,6,5,13,17,5,0,0,,0,0,0,0,0,0,,0,0,False,17444,3994,37,6.166666666666667,228,48,11759,0,5,6,3,16,2,0,0,,0,0,0,0,0,1,['AIR_DRAGON'],1,0
0,KR_6424519570,True,11898,1328,28,7.0,211,41,7039,1,2,4,2,18,3,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0,False,16895,3495,38,6.333333333333333,241,50,10972,0,4,2,5,24,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424239471,True,12449,1329,26,6.5,190,28,12637,0,6,5,7,17,5,0,0,,0,0,0,0,0,0,,0,0,False,16794,3493,38,6.333333333333333,208,40,14543,1,5,6,2,17,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6404770164,False,13164,3034,26,6.5,173,43,13239,1,8,6,10,15,2,0,0,,0,0,0,0,0,0,,0,0,True,16917,3657,36,6.0,200,40,14081,0,6,8,9,15,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424412615,False,12681,4401,28,7.0,203,54,11493,0,3,7,3,13,2,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0,True,17531,2616,36,6.0,191,41,17416,1,7,3,6,14,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6413217279,False,13421,2006,29,7.25,222,55,8374,0,4,6,12,14,2,0,0,,0,0,0,0,0,0,,0,1,True,17483,3043,36,6.0,218,56,11543,1,6,4,9,15,4,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0
0,KR_6425112590,True,13293,2453,27,6.75,226,44,10722,1,6,4,5,22,2,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0,False,16351,1941,34,5.666666666666667,201,48,11074,0,4,6,3,14,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6412744588,True,13544,1544,27,6.75,194,44,12730,0,6,8,6,21,4,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0,False,18141,2685,36,6.0,231,36,11807,1,8,6,11,23,8,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424082628,False,11897,1147,26,6.5,190,52,11845,1,3,9,1,20,0,0,0,,0,0,0,0,0,0,,0,0,True,19525,3670,37,6.166666666666667,201,56,18643,0,9,3,10,16,3,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6423214362,True,12316,1916,26,6.5,170,48,9418,0,6,5,11,23,5,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0,False,16777,3112,32,5.333333333333333,193,28,15471,1,5,6,4,62,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6421378277,False,12569,1584,26,6.5,170,52,11743,0,4,6,6,10,3,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0,True,18317,922,38,6.333333333333333,225,47,12864,1,6,4,7,18,1,0,0,,0,0,0,0,0,0,,0,1
0,KR_6421280884,True,12533,2698,26,6.5,137,39,8919,1,7,7,7,18,2,0,0,,0,0,0,0,0,0,,0,0,False,18070,3460,37,6.166666666666667,250,36,16875,0,7,7,5,17,7,0,0,,0,0,0,0,0,0,,0,1
0,KR_6413310176,True,12722,1797,27,6.75,197,52,14291,1,5,7,6,36,3,0,0,,0,0,0,0,0,0,,0,0,False,18075,3255,38,6.333333333333333,207,36,16525,0,7,5,6,13,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6425196751,False,12555,1645,26,6.5,176,48,12583,0,6,8,6,19,1,0,0,,0,0,0,0,0,0,,0,0,True,19870,6915,38,6.333333333333333,245,64,16643,1,8,6,9,33,7,0,0,,0,0,0,0,0,1,['AIR_DRAGON'],1,0
0,KR_6410343645,True,12941,1356,27,6.75,188,34,13736,1,6,4,12,17,3,0,0,,0,0,0,0,0,0,,0,0,False,16367,3142,36,6.0,210,52,15975,0,4,6,3,15,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6416880618,False,12858,3548,28,7.0,184,48,12310,0,8,4,6,136,2,0,0,,0,0,0,0,0,0,,0,0,True,18089,2714,39,6.5,187,80,16724,1,4,8,4,17,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424490864,True,13281,3756,27,6.75,204,40,15259,1,6,5,6,16,3,0,0,,0,0,0,0,0,0,,0,0,False,17424,4359,38,6.333333333333333,211,59,12918,0,5,6,11,13,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6416703193,False,12438,3008,26,6.5,162,46,12597,1,6,6,6,13,2,0,0,,0,0,0,0,0,0,,0,1,True,18556,5101,38,6.333333333333333,227,32,21738,0,6,6,7,17,2,0,0,,0,0,0,0,0,0,,0,0
0,KR_6421622985,False,12168,5148,27,6.75,195,38,10498,0,3,2,2,18,2,0,0,,0,0,0,0,0,0,,0,0,True,16191,5726,38,6.333333333333333,216,48,10508,1,2,3,1,16,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6418640460,True,12596,3436,27,6.75,185,51,11625,0,6,5,8,15,2,0,0,,0,0,0,0,0,0,,0,1,False,18452,2202,38,6.333333333333333,207,44,14792,1,5,6,9,12,5,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0
0,KR_6422596478,True,12119,2269,25,6.25,170,35,10212,1,4,4,6,17,7,0,0,,0,0,0,0,0,0,,0,0,False,16406,2151,34,5.666666666666667,188,46,11016,0,4,4,6,23,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6425057767,True,12600,2150,27,6.75,193,48,13468,1,6,1,4,19,4,0,0,,0,0,0,0,0,0,,0,0,False,15722,2652,36,6.0,225,52,11371,0,1,6,2,19,6,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6424636101,False,11867,2207,26,6.5,164,44,10155,0,5,12,3,10,0,0,0,,0,0,0,0,0,0,,0,1,True,20988,2323,38,6.333333333333333,233,43,18048,1,12,5,15,27,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424842897,False,12319,2729,27,6.75,206,37,11389,0,5,8,6,16,3,0,0,,0,0,0,0,0,0,,0,0,True,18306,2986,39,6.5,227,43,16831,1,8,5,2,14,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6398226059,True,14595,2395,27,6.75,178,35,17983,0,9,9,11,15,6,0,0,,0,0,0,0,0,0,,0,0,False,18406,2726,36,6.0,190,44,20362,1,9,9,7,232,6,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6413455066,False,13527,3592,28,7.0,207,44,9160,0,7,7,8,14,2,0,0,,0,0,0,0,0,0,,0,0,True,17786,3751,36,6.0,185,56,12841,1,7,7,9,16,1,0,0,,0,0,0,0,0,1,['AIR_DRAGON'],1,1
0,KR_6424882081,True,14458,4248,28,7.0,223,42,10592,0,9,4,9,17,4,0,0,,0,0,0,0,0,0,,0,0,False,17306,2556,38,6.333333333333333,201,47,12402,1,4,9,6,14,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424009814,True,11529,3379,26,6.5,185,44,9360,0,4,2,4,22,1,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0,False,16095,5515,37,6.166666666666667,208,52,11123,1,2,4,4,28,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6420360377,True,13699,3973,29,7.25,212,56,11840,0,7,2,6,64,7,0,0,,0,0,0,0,0,0,,0,1,False,16045,4110,38,6.333333333333333,221,52,9073,1,2,7,2,15,1,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6415005753,False,12566,3066,25,6.25,139,32,8336,1,6,7,8,26,3,0,0,,0,0,0,0,0,0,,0,0,True,18398,4088,35,5.833333333333333,206,52,15922,0,7,6,11,25,6,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0
0,KR_6414851278,True,12722,1867,28,7.0,192,48,10424,0,6,4,4,16,6,0,0,,0,0,0,0,0,0,,0,0,False,16791,3236,36,6.0,220,44,12771,1,4,6,3,22,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6406968805,False,14206,1581,26,6.5,187,48,12561,1,9,8,6,17,7,0,0,,0,0,0,0,0,0,,0,0,True,18473,3733,37,6.166666666666667,216,48,19674,0,8,9,7,23,5,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0
0,KR_6417740550,False,10563,2853,27,6.75,186,52,8783,0,1,6,0,14,1,0,0,,0,0,0,0,0,0,,0,0,True,17034,3309,39,6.5,202,59,12893,1,6,1,6,15,4,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0
0,KR_6410590335,False,12631,1076,26,6.5,202,47,9154,1,5,4,6,15,3,0,0,,0,0,0,0,0,1,['AIR_DRAGON'],1,0,True,17923,5838,40,6.666666666666667,232,64,11466,0,4,5,2,11,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6423185793,False,13869,2924,25,6.25,175,48,11019,0,8,7,16,17,4,0,0,,0,0,0,0,0,0,,0,0,True,17880,1410,36,6.0,226,32,15989,1,7,8,7,14,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6417098225,True,16653,1613,27,6.75,165,36,17586,0,17,9,16,28,12,0,0,,0,0,0,0,0,0,,0,0,False,19820,2695,36,6.0,185,39,20409,1,9,17,9,43,0,0,0,,0,0,0,0,0,0,,0,0
0,KR_6417057404,True,15105,1250,27,6.75,186,43,14799,1,11,4,13,40,4,0,0,,0,0,0,0,0,0,,0,0,False,16528,2038,34,5.666666666666667,205,24,11449,0,4,11,4,17,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6414728090,False,10970,1930,25,6.25,185,40,12291,0,2,6,3,14,3,0,0,,0,0,0,0,0,0,,0,0,True,18375,4420,39,6.5,239,40,13429,1,6,2,8,30,6,0,0,,0,0,0,0,0,0,,0,1
0,KR_6422940233,False,11561,3116,27,6.75,202,48,8573,0,2,3,3,13,5,0,0,,0,0,0,0,0,0,,0,0,True,16315,3375,36,6.0,247,42,9126,1,3,2,2,24,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6409980537,True,13353,3298,28,7.0,229,48,9515,0,4,4,4,18,4,0,0,,0,0,0,0,0,0,,0,0,False,16214,3734,37,6.166666666666667,215,43,10936,1,4,4,8,14,5,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0
0,KR_6418081461,True,14019,2869,27,6.75,193,32,13006,1,8,3,11,14,4,0,0,,0,0,0,0,0,0,,0,0,False,16203,1273,36,6.0,223,47,14963,0,3,8,5,18,2,0,0,,0,0,0,0,0,0,,0,0
0,KR_6412913389,True,12986,3271,27,6.75,183,44,11608,1,6,3,5,15,6,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,1,False,15386,2591,37,6.166666666666667,166,63,13770,0,3,6,2,17,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6414268534,True,12683,3173,27,6.75,220,60,7360,0,2,4,0,32,0,0,0,,0,0,0,0,0,0,,0,1,False,16224,3424,40,6.666666666666667,206,60,10869,1,4,2,0,14,1,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0
0,KR_6424696177,True,14373,2948,27,6.75,188,53,15243,1,9,5,8,17,2,0,0,,0,0,0,0,0,0,,0,1,False,16339,3409,36,6.0,194,46,12059,0,5,9,3,13,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424641790,True,12813,1903,25,6.25,164,48,11538,0,9,9,8,15,1,0,0,,0,0,0,0,0,0,,0,0,False,20125,2005,36,6.0,215,45,19292,1,9,9,9,27,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6403522042,False,10579,2689,25,6.25,169,31,9273,0,3,7,6,16,4,0,0,,0,0,0,0,0,0,,0,0,True,17932,4852,36,6.0,202,56,13499,1,7,3,5,11,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424653793,False,11984,3559,27,6.75,221,48,7645,0,3,8,1,13,5,0,0,,0,0,0,0,0,0,,0,0,True,19671,6731,41,6.833333333333333,267,47,15732,1,8,3,7,14,6,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,1
0,KR_6405788293,False,12596,1806,27,6.75,225,52,10275,0,2,5,3,12,4,0,0,,0,0,0,0,0,0,,0,0,True,18072,5387,39,6.5,225,56,12602,1,5,2,6,20,1,0,0,,0,0,0,0,0,0,,0,1
0,KR_6422567193,False,15627,3552,25,6.25,160,31,15523,1,12,8,20,15,1,0,0,,0,0,0,0,0,0,,0,0,True,18280,3645,30,5.0,149,49,23282,0,8,12,16,16,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6414645288,True,14725,1835,27,6.75,184,44,13244,1,10,3,13,15,3,0,0,,0,0,0,0,0,0,,0,0,False,17805,3625,38,6.333333333333333,197,40,15298,0,3,10,2,18,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424030234,True,13296,2836,28,7.0,218,56,9449,1,4,4,2,18,2,0,0,,0,0,0,0,0,0,,0,0,False,15970,3920,39,6.5,201,60,6977,0,4,4,3,10,6,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6416433497,True,14573,3148,28,7.0,203,52,14311,0,5,11,4,15,2,0,0,,0,0,0,0,0,0,,0,1,False,18032,2916,35,5.833333333333333,154,36,16045,1,11,5,13,28,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6419937712,True,14919,2269,27,6.75,191,39,12770,1,11,3,12,20,5,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0,False,16064,1479,37,6.166666666666667,237,44,15575,0,3,11,1,14,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6422736642,False,11766,2901,27,6.75,188,40,9702,0,4,3,6,15,4,0,0,,0,0,0,0,0,0,,0,0,True,17032,4372,37,6.166666666666667,229,48,15132,1,3,4,5,16,4,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6411886893,True,12965,1905,28,7.0,211,54,13740,0,5,8,2,88,8,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0,False,18940,5600,38,6.333333333333333,209,35,16706,1,8,5,11,58,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424398862,False,12121,1551,23,5.75,169,16,11381,0,9,12,8,17,4,0,0,,0,0,0,0,0,0,,0,0,True,20663,4063,37,6.166666666666667,191,40,22440,1,12,9,13,19,4,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,1
0,KR_6424845573,True,13488,1883,27,6.75,174,44,13963,1,9,3,11,19,5,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0,False,15758,4043,35,5.833333333333333,172,60,13753,0,3,9,2,14,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6424064456,True,12820,110,27,6.75,203,46,12184,1,4,10,5,12,1,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0,False,19338,3153,36,6.0,188,42,18435,0,10,4,16,14,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6406314208,False,12971,4231,27,6.75,221,50,7975,1,3,2,4,18,15,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0,True,15848,3043,39,6.5,241,57,7919,0,2,3,1,34,7,0,0,,0,0,0,0,0,0,,0,0
0,KR_6422741714,True,14275,2180,27,6.75,178,36,11322,0,9,11,12,16,4,0,0,,0,0,0,0,0,0,,0,0,False,18477,3672,33,5.5,165,47,16933,1,11,9,18,28,3,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0
0,KR_6411725155,False,11913,3243,27,6.75,190,40,11974,0,4,4,2,102,2,0,0,,0,0,0,0,0,0,,0,0,True,16347,5067,39,6.5,206,67,11254,1,4,4,4,17,1,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6422059478,False,11965,1620,25,6.25,183,48,9591,0,3,11,4,17,3,0,0,,0,0,0,0,0,0,,0,0,True,19985,3750,37,6.166666666666667,235,32,14233,1,11,3,18,16,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6417357498,False,12198,1618,26,6.5,186,44,8978,0,4,3,5,15,1,0,0,,0,0,0,0,0,0,,0,0,True,16684,2074,37,6.166666666666667,213,48,11820,1,3,4,3,20,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6422840577,True,12095,3860,28,7.0,208,31,12546,0,3,7,2,16,3,0,0,,0,0,0,0,0,0,,0,0,False,17374,6159,39,6.5,250,43,13829,1,7,3,6,17,6,0,0,,0,0,0,0,0,1,['AIR_DRAGON'],1,0
0,KR_6421955887,True,14974,1819,29,7.25,204,55,13847,1,9,1,9,15,2,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0,False,14949,2784,39,6.5,223,47,15146,0,1,9,1,15,0,0,0,,0,0,0,0,0,0,,0,0
