,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
0,KR_6423875676,True,20403,2193,38,9.5,357,83,19493,1,8,8,11,37,17,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0,False,31507,3777,51,8.5,413,68,29272,0,8,8,12,45,11,0,0,,0,0,0,0,0,0,,0,1
0,KR_6419955111,True,23980,2910,36,9.0,319,80,27604,0,16,9,28,32,10,1,0,MID_LANE,1,1,0,0,0,1,"AIR_DRAGON,EARTH_DRAGON",2,1,False,31847,2947,53,8.833333333333334,423,88,30334,1,9,16,12,36,10,0,0,,0,0,0,0,0,0,,0,0
0,KR_6420022658,False,20664,3389,36,9.0,385,71,19503,1,5,5,8,29,11,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0,True,28338,3778,51,8.5,371,68,30822,0,5,5,7,33,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
0,KR_6418684107,True,21752,4587,39,9.75,356,90,18620,0,9,5,8,74,12,0,0,,0,0,0,0,0,0,['AIR_DRAGON'],1,0,False,27707,3468,50,8.333333333333334,387,80,28338,1,5,9,7,30,15,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,1
0,KR_6413267610,False,21495,895,36,9.0,327,74,17121,1,9,7,16,28,15,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,1,True,28614,4474,51,8.5,417,83,23309,0,7,9,8,36,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6415183655,False,23491,3196,37,9.25,316,76,27128,0,13,16,18,31,8,0,0,,0,0,0,0,0,0,,0,0,True,31938,4548,49,8.166666666666666,337,60,31564,1,16,13,25,32,12,1,0,BOT_LANE,1,0,0,1,0,1,['WATER_DRAGON'],1,1
0,KR_6421119543,False,18953,2137,35,8.75,319,68,22247,0,6,12,9,28,6,0,0,,0,0,0,0,0,0,,0,1,True,27900,3570,48,8.0,322,75,33393,1,12,6,14,38,12,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6424434368,True,25532,3482,36,9.0,340,64,26460,1,18,8,24,21,16,1,0,BOT_LANE,1,0,0,1,0,1,"WATER_DRAGON,HEXTECH_DRAGON",2,1,False,29846,6001,50,8.333333333333334,393,82,28525,0,8,18,8,35,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6420704204,True,23883,2163,34,8.5,312,44,29311,1,11,15,13,28,9,0,0,,0,0,0,0,0,0,,0,1,False,28932,2347,49,8.166666666666666,332,48,32091,0,15,11,19,44,8,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6421488298,False,22966,2110,36,9.0,332,59,22227,1,12,17,18,20,10,0,0,,0,0,0,0,0,0,,0,1,True,33819,4794,51,8.5,381,52,47245,0,17,12,27,29,7,1,0,BOT_LANE,1,0,0,1,0,1,['AIR_DRAGON'],1,0
0,KR_6415470198,True,20929,1909,38,9.5,377,72,24073,0,7,8,6,28,11,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,1,False,28453,4013,50,8.333333333333334,383,72,26100,1,8,7,12,29,8,0,0,,0,0,0,0,0,0,['CHEMTECH_DRAGON'],1,0
0,KR_6421900631,False,21006,3911,37,9.25,320,74,19205,0,7,16,8,33,5,0,0,,1,0,1,0,0,0,,0,1,True,33909,4234,51,8.5,356,83,27688,1,16,7,18,32,10,1,0,BOT_LANE,2,0,0,2,0,1,"CHEMTECH_DRAGON,EARTH_DRAGON",2,0
0,KR_6407947024,False,19620,1005,35,8.75,295,52,22626,1,7,18,11,22,9,0,0,,0,0,0,0,0,0,,0,1,True,34037,5972,51,8.5,417,80,39312,0,18,7,33,74,10,1,0,TOP_LANE,1,0,1,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6421485064,False,20704,2264,34,8.5,237,80,23408,0,13,17,24,122,10,0,0,,0,0,0,0,0,0,,0,0,True,35239,6304,50,8.333333333333334,375,68,39209,1,17,13,30,31,8,1,0,BOT_LANE,2,0,1,1,0,1,"AIR_DRAGON,HEXTECH_DRAGON",2,1
0,KR_6424239204,True,23591,2031,37,9.25,314,67,31257,0,15,15,13,23,7,0,0,,1,0,0,1,0,1,['AIR_DRAGON'],1,0,False,32459,4758,53,8.833333333333334,338,80,37421,1,15,15,17,28,8,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
0,KR_6421327468,True,21043,2653,36,9.0,364,61,21706,0,10,9,16,26,10,0,0,,0,0,0,0,0,0,,0,0,False,28559,3039,51,8.5,346,71,21850,1,9,10,12,25,4,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,WATER_DRAGON",2,1
0,KR_6424797514,False,22455,2675,36,9.0,330,68,17538,1,10,15,11,52,9,0,0,,1,0,1,0,0,0,,0,0,True,30894,2924,49,8.166666666666666,353,66,28888,0,15,10,24,29,8,1,0,TOP_LANE,1,0,1,0,0,1,"AIR_DRAGON,WATER_DRAGON",2,1
0,KR_6415351182,False,21132,5207,37,9.25,309,56,21488,1,9,13,8,22,10,1,0,MID_LANE,1,1,0,0,0,0,,0,1,True,29956,3856,50,8.333333333333334,392,59,37159,0,13,9,11,40,9,0,0,,1,0,0,1,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6425150554,True,19366,4486,38,9.5,370,71,15794,0,3,4,5,27,8,0,0,,0,0,0,0,0,0,,0,1,False,25787,4237,51,8.5,425,71,19958,1,4,3,7,31,10,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6418130980,False,22158,2253,38,9.5,325,76,21086,0,9,7,10,83,8,1,0,MID_LANE,1,1,0,0,0,0,,0,1,True,29690,3000,52,8.666666666666666,412,76,20149,1,7,9,6,40,12,0,0,,0,0,0,0,0,1,"WATER_DRAGON,EARTH_DRAGON",2,0
0,KR_6420873992,True,20446,2641,36,9.0,367,84,18346,0,4,6,6,36,11,1,0,BOT_LANE,1,0,0,1,0,1,"CHEMTECH_DRAGON,HEXTECH_DRAGON",2,1,False,28013,3093,53,8.833333333333334,381,84,20831,1,6,4,5,26,13,0,0,,0,0,0,0,0,0,,0,0
0,KR_6423545166,False,16552,742,34,8.5,296,38,18278,0,4,16,3,23,4,0,0,,0,0,0,0,0,0,,0,0,True,32991,7246,55,9.166666666666666,382,88,29628,1,16,4,16,58,5,1,0,BOT_LANE,1,0,0,1,0,1,['FIRE_DRAGON'],1,1
0,KR_6405785888,False,20378,2503,37,9.25,336,68,21821,0,7,13,13,29,12,0,0,,0,0,0,0,0,0,,0,1,True,33929,1834,54,9.0,410,70,39695,1,13,7,16,28,10,1,0,MID_LANE,1,1,0,0,0,0,,0,0
0,KR_6416559145,False,21269,2114,37,9.25,357,71,21558,0,8,11,11,55,11,0,0,,0,0,0,0,0,0,,0,0,True,29787,3392,51,8.5,410,64,29261,1,11,8,14,30,8,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,1
0,KR_6412971919,False,22610,2315,39,9.75,325,79,23968,0,14,8,14,30,13,1,0,BOT_LANE,1,0,0,1,0,0,['AIR_DRAGON'],1,0,True,30093,1448,50,8.333333333333334,352,72,29495,1,8,14,9,35,10,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,1
0,KR_6424139725,True,21877,1107,36,9.0,336,56,26726,1,10,5,18,39,8,0,0,,1,0,0,1,0,0,,0,0,False,27394,2234,51,8.5,345,89,23004,0,5,10,6,26,6,1,0,TOP_LANE,1,0,1,0,0,1,"HEXTECH_DRAGON,CHEMTECH_DRAGON",2,1
0,KR_6423214362,True,20501,4251,35,8.75,303,80,23235,0,9,8,16,38,14,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,1,False,26597,2358,47,7.833333333333333,343,45,28341,1,8,9,6,102,14,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6424317033,True,22740,1240,37,9.25,322,70,23603,0,13,11,8,34,15,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,1,False,27836,3042,51,8.5,340,70,25408,1,11,13,9,40,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
0,KR_6419522394,False,20140,1960,36,9.0,347,82,22401,1,5,10,0,36,9,0,0,,0,0,0,0,0,1,['AIR_DRAGON'],1,1,True,27847,1862,54,9.0,403,73,25925,0,10,5,6,31,12,0,0,,0,0,0,0,0,0,,0,0
0,KR_6397296568,True,26094,3539,39,9.75,366,80,23460,1,16,6,20,28,10,1,0,MID_LANE,2,1,0,1,0,0,,0,1,False,26721,3581,49,8.166666666666666,351,80,26738,0,6,16,9,34,7,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6423462711,False,24192,4127,39,9.75,376,102,22898,0,11,9,9,35,8,0,0,,0,0,0,0,0,0,['EARTH_DRAGON'],1,1,True,27427,2442,52,8.666666666666666,314,76,23501,1,9,11,7,39,9,1,0,TOP_LANE,1,0,1,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6419001612,False,22257,1627,35,8.75,347,64,19479,0,9,8,10,29,7,1,0,BOT_LANE,1,0,0,1,0,1,['WATER_DRAGON'],1,0,True,29972,2492,51,8.5,332,88,35575,1,8,9,11,44,5,0,0,,0,0,0,0,0,0,,0,1
0,KR_6415701292,False,17696,1956,34,8.5,289,63,15356,0,4,11,3,24,14,0,0,,0,0,0,0,0,0,,0,1,True,29259,3904,51,8.5,405,74,21935,1,11,4,13,34,9,1,0,TOP_LANE,1,0,1,0,0,1,"EARTH_DRAGON,FIRE_DRAGON",2,0
0,KR_6413750459,True,22570,1420,37,9.25,357,99,25044,1,10,7,20,35,6,0,0,,0,0,0,0,0,0,['HEXTECH_DRAGON'],1,1,False,28356,2872,52,8.666666666666666,405,72,25514,0,7,10,7,36,8,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0
0,KR_6409298037,True,19365,2000,35,8.75,300,65,25405,1,8,6,11,36,14,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0,False,27434,2349,51,8.5,392,58,27490,0,6,8,8,36,9,0,0,,0,0,0,0,0,0,,0,1
0,KR_6424351818,True,24767,2632,37,9.25,302,71,26198,1,21,10,37,31,9,1,0,BOT_LANE,1,0,0,1,0,1,"EARTH_DRAGON,CHEMTECH_DRAGON",2,0,False,30694,3764,50,8.333333333333334,334,67,25984,0,10,21,14,27,8,0,0,,0,0,0,0,0,0,,0,1
0,KR_6425222611,True,22021,3726,37,9.25,351,88,23398,0,5,8,4,41,14,1,0,TOP_LANE,1,0,1,0,0,1,"WATER_DRAGON,HEXTECH_DRAGON",2,1,False,25788,3178,52,8.666666666666666,337,63,20913,1,8,5,5,106,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6407037965,True,23019,1859,38,9.5,356,82,26569,1,13,7,14,37,18,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0,False,28086,4566,50,8.333333333333334,350,72,30168,0,7,13,11,40,14,0,0,,0,0,0,0,0,0,['AIR_DRAGON'],1,1
0,KR_6413509075,False,20159,1104,35,8.75,317,67,17220,0,8,13,13,32,7,0,0,,0,0,0,0,0,0,,0,1,True,31927,1842,50,8.333333333333334,373,72,34658,1,13,8,20,42,11,1,0,BOT_LANE,1,0,0,1,0,1,['WATER_DRAGON'],1,0
0,KR_6425000792,False,21442,3647,37,9.25,342,76,18367,1,9,11,11,24,8,0,0,,0,0,0,0,0,0,,0,0,True,31001,716,51,8.5,408,62,27712,0,11,9,22,34,7,1,0,MID_LANE,1,1,0,0,0,1,['WATER_DRAGON'],1,1
0,KR_6409853043,False,24795,5780,37,9.25,332,92,26828,0,14,13,22,53,10,0,0,,0,0,0,0,0,0,,0,1,True,30470,3560,49,8.166666666666666,314,51,35391,1,13,14,13,100,7,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0
0,KR_6414690438,False,18525,1325,36,9.0,350,61,19434,0,5,10,7,29,9,0,0,,0,0,0,0,0,0,,0,0,True,30098,4128,53,8.833333333333334,394,62,25152,1,10,5,9,29,13,1,0,BOT_LANE,1,0,0,1,0,1,['EARTH_DRAGON'],1,1
0,KR_6425163421,False,22205,1400,37,9.25,335,56,22274,1,11,8,19,41,6,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,0,True,30008,3288,49,8.166666666666666,383,84,29128,0,8,11,14,33,9,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
0,KR_6411525910,True,22599,784,37,9.25,384,68,29141,1,9,7,7,36,16,0,0,,0,0,0,0,0,0,['AIR_DRAGON'],1,1,False,27001,3941,50,8.333333333333334,372,68,27197,0,7,9,9,33,13,1,0,MID_LANE,1,1,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6421795174,True,22390,4320,38,9.5,358,72,23078,0,12,6,18,27,9,0,0,,0,0,0,0,0,0,,0,0,False,27329,2254,50,8.333333333333334,366,60,30856,1,6,12,6,27,4,0,0,,0,0,0,0,0,1,['FIRE_DRAGON'],1,1
0,KR_6410331782,True,25015,2450,37,9.25,325,83,32123,0,17,9,14,30,11,0,0,,0,0,0,0,0,1,"EARTH_DRAGON,HEXTECH_DRAGON",2,1,False,26008,2019,51,8.5,362,54,29624,1,9,17,3,30,10,0,0,,0,0,0,0,0,0,,0,0
0,KR_6419333857,True,19803,4018,38,9.5,350,62,21138,1,8,7,10,32,10,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0,False,29412,3982,50,8.333333333333334,395,74,23975,0,7,8,8,36,6,1,0,MID_LANE,1,1,0,0,0,0,,0,1
0,KR_6422482825,False,19505,4050,35,8.75,288,76,16495,1,8,16,8,34,8,0,0,,1,1,0,0,0,0,['WATER_DRAGON'],1,1,True,33144,5899,50,8.333333333333334,404,64,38124,0,16,8,20,38,17,1,0,BOT_LANE,1,0,0,1,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6414419250,False,20346,1711,36,9.0,326,48,22038,0,8,20,8,38,7,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0,True,33895,3200,52,8.666666666666666,353,63,37149,1,20,8,21,34,22,1,0,MID_LANE,1,1,0,0,0,0,,0,1
0,KR_6399016392,True,18225,3630,38,9.5,293,76,15876,0,4,5,6,40,13,0,0,,0,0,0,0,0,1,['HEXTECH_DRAGON'],1,0,False,29183,3408,54,9.0,532,92,23559,1,5,4,3,35,12,0,0,,0,0,0,0,0,0,,0,1
0,KR_6423029675,False,21777,2672,36,9.0,343,42,20984,1,8,11,10,36,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,True,28602,5032,52,8.666666666666666,414,74,30524,0,11,8,8,23,16,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0
0,KR_6408255014,True,26507,4797,40,10.0,388,56,25623,1,19,4,22,31,9,0,0,,0,0,0,0,0,0,,0,1,False,25604,2664,50,8.333333333333334,345,76,23110,0,4,19,2,34,7,1,0,TOP_LANE,1,0,1,0,0,1,['HEXTECH_DRAGON'],1,0
0,KR_6423933089,False,19154,2099,36,9.0,339,56,15560,1,5,11,2,46,9,0,0,,0,0,0,0,0,0,,0,1,True,28464,2849,52,8.666666666666666,328,84,21957,0,11,5,14,30,11,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,AIR_DRAGON",2,0
0,KR_6417858212,False,17995,2235,33,8.25,295,68,20899,1,5,23,6,32,8,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0,True,36938,4703,54,9.0,420,92,42972,0,23,5,29,33,10,1,0,MID_LANE,3,2,1,0,0,0,['AIR_DRAGON'],1,1
0,KR_6416771544,True,21092,2876,36,9.0,311,76,23321,0,10,14,16,52,11,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0,False,32283,3358,53,8.833333333333334,423,84,34831,1,14,10,14,34,16,1,0,TOP_LANE,1,0,1,0,0,0,['HEXTECH_DRAGON'],1,1
0,KR_6413746363,False,19655,3190,37,9.25,317,86,18097,1,5,16,4,24,8,0,0,,0,0,0,0,0,0,,0,1,True,31127,2272,54,9.0,400,77,33787,0,16,5,13,44,7,0,0,,0,0,0,0,0,1,"AIR_DRAGON,HEXTECH_DRAGON",2,0
0,KR_6415769791,True,25795,3770,38,9.5,333,93,24198,0,12,7,13,24,12,1,0,TOP_LANE,2,1,1,0,0,0,,0,1,False,26020,3175,49,8.166666666666666,358,62,21859,1,7,12,11,28,8,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0
0,KR_6403885628,True,25165,3920,38,9.5,380,86,20660,1,12,6,16,33,17,1,0,BOT_LANE,2,0,1,1,0,1,['HEXTECH_DRAGON'],1,1,False,28513,4883,51,8.5,344,98,23048,0,6,12,12,80,8,0,0,,0,0,0,0,0,0,['FIRE_DRAGON'],1,0
0,KR_6414708910,True,23820,2890,37,9.25,341,76,27737,1,13,9,17,26,11,1,0,MID_LANE,1,1,0,0,0,0,,0,1,False,28127,6387,53,8.833333333333334,388,68,22887,0,9,13,8,39,7,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0
0,KR_6424058772,False,20523,1973,36,9.0,351,66,18122,1,6,4,10,37,10,0,0,,0,0,0,0,0,0,['EARTH_DRAGON'],1,1,True,28500,5905,53,8.833333333333334,406,95,20861,0,4,6,5,33,11,1,0,MID_LANE,1,1,0,0,0,1,['FIRE_DRAGON'],1,0
0,KR_6414797310,False,23140,3479,37,9.25,382,80,20529,0,9,11,16,35,11,0,0,,0,0,0,0,0,0,,0,1,True,30183,3848,51,8.5,410,76,28395,1,11,9,16,42,17,0,0,,0,0,0,0,0,1,['AIR_DRAGON'],1,0
0,KR_6420374855,True,26050,3455,39,9.75,365,90,28949,1,17,3,21,25,11,1,0,BOT_LANE,2,1,0,1,0,1,"AIR_DRAGON,EARTH_DRAGON",2,1,False,24543,2249,47,7.833333333333333,303,63,25547,0,3,17,3,25,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6421798766,False,21618,3883,37,9.25,329,69,28124,1,12,13,12,24,9,0,0,,0,0,0,0,0,0,,0,1,True,29808,6098,52,8.666666666666666,354,64,30049,0,13,12,15,39,7,0,0,,0,0,0,0,0,1,"EARTH_DRAGON,WATER_DRAGON",2,0
0,KR_6419739550,True,26897,5582,38,9.5,361,64,33968,1,14,4,14,35,10,1,0,BOT_LANE,2,1,0,1,0,1,['EARTH_DRAGON'],1,0,False,25990,2515,49,8.166666666666666,371,65,26093,0,4,14,4,27,7,0,0,,0,0,0,0,0,0,,0,1
0,KR_6414279110,True,23290,3640,38,9.5,334,108,21734,1,12,11,19,25,10,0,0,,0,0,0,0,0,0,,0,1,False,31630,4675,52,8.666666666666666,406,88,29566,0,11,12,14,27,10,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6404490987,False,22839,1873,37,9.25,337,49,25189,1,14,14,15,31,6,0,0,,0,0,0,0,0,0,,0,1,True,31233,4528,51,8.5,370,66,36987,0,14,14,10,34,10,0,0,,0,0,0,0,0,1,"FIRE_DRAGON,AIR_DRAGON",2,0
0,KR_6423885571,False,22487,2467,37,9.25,352,72,24806,0,11,13,19,37,10,0,0,,0,0,0,0,0,0,,0,1,True,29928,1783,51,8.5,390,65,35632,1,13,11,25,26,10,0,0,,0,0,0,0,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6413899848,False,21285,3325,35,8.75,292,68,26729,0,11,23,13,31,7,0,0,,0,0,0,0,0,0,,0,0,True,39309,9204,55,9.166666666666666,333,88,38797,1,23,11,22,30,12,1,0,TOP_LANE,4,0,2,2,0,1,['EARTH_DRAGON'],1,1
0,KR_6425245790,False,19988,1293,37,9.25,332,80,20523,0,6,4,10,46,13,0,0,,0,0,0,0,0,0,,0,1,True,27104,2975,49,8.166666666666666,364,78,25712,1,4,6,3,40,13,0,0,,0,0,0,0,0,0,,0,0
0,KR_6421952598,True,26999,5194,38,9.5,300,80,30039,0,23,9,21,63,9,1,0,MID_LANE,2,1,0,1,0,1,['FIRE_DRAGON'],1,1,False,30128,1978,47,7.833333333333333,371,35,32417,1,9,23,11,31,10,0,0,,0,0,0,0,0,0,,0,0
0,KR_6423996021,False,18069,2274,35,8.75,339,68,16359,0,1,16,1,35,6,0,0,,0,0,0,0,0,0,,0,0,True,31810,4715,52,8.666666666666666,402,96,30141,1,16,1,15,33,11,1,0,BOT_LANE,1,0,0,1,0,1,"EARTH_DRAGON,WATER_DRAGON",2,1
0,KR_6402563632,False,21988,1288,34,8.5,310,68,23556,1,9,19,9,33,10,0,0,,0,0,0,0,0,0,,0,1,True,31247,1798,51,8.5,292,80,32199,0,19,9,20,27,13,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,HEXTECH_DRAGON",2,0
0,KR_6411545075,True,23297,2967,38,9.5,335,70,24788,1,13,7,16,35,7,0,0,,0,0,0,0,0,0,,0,1,False,29826,2531,51,8.5,370,78,26547,0,7,13,11,23,4,1,0,MID_LANE,1,1,0,0,0,1,"WATER_DRAGON,FIRE_DRAGON",2,0
0,KR_6409326473,True,25601,2486,38,9.5,343,60,33966,1,16,6,21,32,30,1,0,BOT_LANE,1,0,0,1,0,1,['CHEMTECH_DRAGON'],1,1,False,27040,2060,51,8.5,373,74,30250,0,6,16,4,65,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6416794605,False,20634,2014,35,8.75,234,88,18247,1,7,11,8,31,6,1,0,TOP_LANE,2,0,2,0,0,0,,0,1,True,31650,2340,54,9.0,461,58,29324,0,11,7,11,30,9,0,0,,1,0,0,1,0,1,['CHEMTECH_DRAGON'],1,0
0,KR_6420015182,True,25003,5678,38,9.5,364,56,28013,1,15,11,13,34,12,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,False,27034,3024,45,7.5,337,58,30449,0,11,15,21,31,13,0,0,,0,0,0,0,0,1,['EARTH_DRAGON'],1,0
0,KR_6414739431,True,23446,1846,38,9.5,367,76,19315,0,8,7,11,22,12,1,0,TOP_LANE,2,0,2,0,0,0,,0,1,False,27005,3770,51,8.5,325,80,25532,1,7,8,15,28,7,0,0,,1,0,0,1,0,1,"EARTH_DRAGON,AIR_DRAGON",2,0
0,KR_6417290180,True,22089,1993,38,9.5,370,88,21307,1,9,4,5,20,8,0,0,,0,0,0,0,0,0,['EARTH_DRAGON'],1,1,False,25489,3314,52,8.666666666666666,398,75,21866,0,4,9,3,27,5,0,0,,0,0,0,0,0,1,['WATER_DRAGON'],1,0
0,KR_6418308074,True,27364,4454,38,9.5,332,84,39312,1,23,12,23,48,33,1,0,BOT_LANE,1,0,0,1,0,1,['FIRE_DRAGON'],1,1,False,30052,1672,52,8.666666666666666,322,64,39628,0,12,23,16,73,9,0,0,,1,0,0,1,0,0,,0,0
0,KR_6415572216,True,27826,4231,38,9.5,347,56,34204,1,22,8,30,35,6,0,0,,2,1,1,0,0,1,"WATER_DRAGON,HEXTECH_DRAGON",2,1,False,28290,3185,49,8.166666666666666,333,79,27783,0,8,22,18,22,13,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
