,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
0,KR_6446456395,False,19905,3365,37,9.25,354,70,19597,1,6,6,7,28,4,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,True,26645,3890,53,8.833333333333334,386,73,23051,0,6,6,7,20,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446621428,False,19603,3268,36,9.0,315,72,14970,0,7,12,10,23,10,0,0,,0,0,0,0,0,0,HEXTECH_DRAGON,1,1,True,30584,4260,52,8.666666666666666,396,87,28279,1,12,7,14,32,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
0,KR_6439487772,True,24405,2400,40,10.0,344,88,26516,0,13,7,24,33,11,0,0,,0,0,0,0,0,0,,0,1,False,27578,2968,50,8.333333333333334,372,83,24308,1,7,13,12,27,10,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,0
0,KR_6428022946,False,15967,1392,32,8.0,305,55,17087,0,1,18,1,18,6,0,0,,0,0,0,0,0,0,,0,0,True,33188,4478,54,9.0,365,88,30946,1,18,1,18,98,8,1,0,BOT_LANE,3,2,0,1,0,1,"WATER_DRAGON,FIRE_DRAGON",2,1
0,KR_6446270580,True,19162,3261,34,8.5,247,64,16895,1,13,17,14,23,4,0,0,,0,0,0,0,0,0,,0,1,False,33052,4532,52,8.666666666666666,330,64,36855,0,17,13,17,42,2,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6431304159,False,22194,6229,38,9.5,303,72,25692,0,11,11,15,31,9,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,True,29678,3523,51,8.5,361,76,35270,1,11,11,13,26,10,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
0,KR_6433516695,False,21463,3313,34,8.5,262,56,27714,1,14,16,18,19,4,0,0,,0,0,0,0,0,0,,0,0,True,32532,4369,50,8.333333333333334,322,72,38955,0,16,14,13,50,5,1,0,BOT_LANE,2,1,0,1,0,1,EARTH_DRAGON,1,1
0,KR_6435277396,False,18243,3078,31,7.75,215,45,17357,0,11,16,13,117,1,0,0,,0,0,0,0,0,0,,0,0,True,33778,6713,51,8.5,328,77,32089,1,16,11,27,44,4,1,0,TOP_LANE,2,0,1,1,0,1,AIR_DRAGON,1,1
0,KR_6442921908,False,19275,2440,33,8.25,249,71,16577,0,11,5,11,57,5,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1,True,27631,3516,49,8.166666666666666,375,72,23735,1,5,11,6,26,8,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6446424106,True,21521,3636,38,9.5,361,91,19703,1,8,2,9,26,6,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,WATER_DRAGON",2,0,False,25838,3113,52,8.666666666666666,349,88,23661,0,2,8,3,23,2,0,0,,0,0,0,0,0,0,,0,1
0,KR_6435918439,True,21263,1523,37,9.25,329,68,21128,0,10,8,14,34,5,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0,False,29116,3581,55,9.166666666666666,383,84,21918,1,8,10,8,22,2,0,0,,0,0,0,0,0,0,,0,1
0,KR_6443837820,True,24006,4796,37,9.25,339,78,28093,1,15,10,8,22,4,1,0,MID_LANE,2,1,1,0,0,1,CHEMTECH_DRAGON,1,1,False,27191,3031,49,8.166666666666666,310,52,23506,0,10,15,10,32,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446694952,False,18274,4734,36,9.0,330,88,16665,0,4,5,3,26,9,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,True,26868,4458,51,8.5,381,79,20518,1,5,4,5,43,6,1,0,TOP_LANE,1,0,1,0,0,0,FIRE_DRAGON,1,1
0,KR_6446668837,False,19879,2319,36,9.0,326,67,16795,1,8,9,5,25,9,0,0,,0,0,0,0,0,0,,0,0,True,27571,1846,51,8.5,343,76,28048,0,9,8,8,24,5,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1
0,KR_6431147555,True,21044,2174,36,9.0,303,72,23665,1,17,12,20,27,6,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,EARTH_DRAGON",2,0,False,31099,5780,54,9.0,314,84,31688,0,12,17,10,26,4,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
0,KR_6440938141,True,19358,2878,35,8.75,288,49,22079,0,10,19,13,29,6,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,False,32440,3980,54,9.0,349,80,39144,1,19,10,16,240,9,0,0,,0,0,0,0,0,0,,0,1
0,KR_6431371821,False,19623,728,35,8.75,278,49,18713,0,8,16,11,189,3,0,0,,1,0,1,0,0,0,,0,0,True,32903,5794,49,8.166666666666666,330,82,32367,1,16,8,21,91,8,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,1
0,KR_6441118607,True,22995,3519,38,9.5,333,76,27559,1,12,8,9,32,10,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,False,27559,3704,49,8.166666666666666,365,67,30123,0,8,12,11,24,6,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1
0,KR_6439692498,True,23510,6235,37,9.25,342,72,23774,0,13,8,13,53,6,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,False,26693,2478,48,8.0,323,68,23521,1,8,13,9,24,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1
0,KR_6446723638,False,20797,2547,37,9.25,354,79,16589,1,7,5,9,25,12,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,True,25110,4085,50,8.333333333333334,359,63,25521,0,5,7,4,25,7,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445226349,True,18784,1679,36,9.0,317,80,18909,0,6,13,6,61,7,0,0,,0,0,0,0,0,0,,0,0,False,31436,6191,54,9.0,369,86,26991,1,13,6,14,62,8,1,0,TOP_LANE,1,0,1,0,0,1,AIR_DRAGON,1,1
0,KR_6443488253,False,18705,2990,36,9.0,317,76,15498,0,3,13,1,26,3,0,0,,0,0,0,0,0,0,,0,0,True,30680,8289,53,8.833333333333334,318,84,30143,1,13,3,15,84,3,1,0,BOT_LANE,2,0,0,2,0,1,CHEMTECH_DRAGON,1,1
0,KR_6441609972,True,23465,3725,39,9.75,326,91,30463,0,23,9,18,24,3,0,0,,0,0,0,0,0,1,"WATER_DRAGON,AIR_DRAGON",2,1,False,26564,2849,48,8.0,290,10,34706,1,9,23,7,19,2,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446436932,True,20329,2244,35,8.75,308,64,20494,0,10,16,11,26,8,0,0,,0,0,0,0,0,0,,0,1,False,31046,3055,50,8.333333333333334,338,71,34319,1,16,10,20,27,8,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
0,KR_6443630068,False,21391,2021,36,9.0,255,88,24398,1,11,20,13,25,3,0,0,,0,0,0,0,0,0,,0,0,True,32261,4451,53,8.833333333333334,362,60,34962,0,20,11,16,102,5,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1
0,KR_6445844271,False,21980,3465,35,8.75,273,67,24875,0,15,16,24,20,9,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,True,32650,3030,52,8.666666666666666,349,60,33385,1,16,15,18,23,7,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
0,KR_6445197731,True,24793,3648,35,8.75,315,71,31840,0,16,8,18,29,9,0,0,,0,0,0,0,0,0,CHEMTECH_DRAGON,1,1,False,25604,6409,47,7.833333333333333,300,60,25630,1,8,16,8,34,6,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6444899599,True,27933,2978,39,9.75,337,96,31959,0,21,9,22,27,5,1,0,BOT_LANE,3,1,1,1,0,1,"EARTH_DRAGON,FIRE_DRAGON",2,1,False,28118,6753,48,8.0,325,43,28970,1,9,21,9,27,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445790925,True,19687,2827,36,9.0,357,74,14577,1,7,9,3,24,7,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,False,27548,2558,50,8.333333333333334,341,72,27049,0,9,7,7,38,6,0,0,,0,0,0,0,0,0,,0,1
0,KR_6403955120,True,23586,3031,36,9.0,306,64,29236,1,15,6,19,22,7,1,0,TOP_LANE,1,0,1,0,0,1,WATER_DRAGON,1,0,False,24526,5021,49,8.166666666666666,300,84,29685,0,6,15,8,62,6,0,0,,0,0,0,0,0,0,,0,1
0,KR_6414284833,False,23955,4085,37,9.25,315,68,29118,0,15,10,14,20,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,True,29430,1150,52,8.666666666666666,362,72,25943,1,10,15,10,23,5,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1
0,KR_6417256064,True,20585,1580,36,9.0,341,64,14795,1,10,9,9,33,9,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,False,29643,5978,53,8.833333333333334,375,79,33401,0,9,10,10,28,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6443725055,True,20301,2671,39,9.75,298,67,25354,0,10,14,10,40,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,29550,5375,52,8.666666666666666,350,88,35248,1,14,10,5,29,8,0,0,,0,0,0,0,0,0,,0,1
0,KR_6440589529,True,22379,3984,36,9.0,314,50,27252,0,13,10,13,38,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,False,29139,4009,50,8.333333333333334,338,80,26195,1,10,13,11,25,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
0,KR_6445656701,False,21741,2291,36,9.0,297,52,23998,1,14,12,9,22,3,0,0,,1,0,0,1,0,1,CHEMTECH_DRAGON,1,0,True,29362,4082,52,8.666666666666666,344,92,33263,0,12,14,9,24,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
0,KR_6440666461,False,19160,2600,36,9.0,296,95,14658,0,6,5,13,46,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,True,28178,5579,51,8.5,348,64,22157,1,5,6,9,28,8,1,0,BOT_LANE,1,0,0,1,0,0,HEXTECH_DRAGON,1,1
0,KR_6446123254,True,24949,5629,38,9.5,345,59,24179,1,18,9,19,32,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,29632,1627,49,8.166666666666666,270,64,36314,0,9,18,13,275,8,1,0,BOT_LANE,2,0,1,1,0,0,HEXTECH_DRAGON,1,1
0,KR_6440234318,False,20100,1850,35,8.75,307,60,15865,1,8,10,9,25,10,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,True,29778,5590,52,8.666666666666666,408,72,22252,0,10,8,13,92,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6414113143,True,23817,2307,37,9.25,335,71,24632,0,11,12,8,34,9,1,0,TOP_LANE,2,0,2,0,0,0,,0,1,False,28086,2116,51,8.5,351,68,25530,1,12,11,12,31,14,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6446236634,True,20889,6179,38,9.5,334,78,22104,1,10,2,16,29,4,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,False,23842,2877,49,8.166666666666666,353,66,23943,0,2,10,5,20,10,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446220198,True,23271,2661,38,9.5,337,77,23617,1,12,10,5,22,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,False,27159,2484,50,8.333333333333334,299,70,25727,0,10,12,9,87,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
0,KR_6424512582,False,17497,2437,36,9.0,267,81,19559,0,6,12,6,29,8,0,0,,0,0,0,0,0,0,,0,0,True,31370,3225,53,8.833333333333334,343,107,31367,1,12,6,13,26,5,1,0,TOP_LANE,1,0,1,0,0,1,EARTH_DRAGON,1,1
0,KR_6445774368,False,19408,1478,36,9.0,334,88,19340,0,5,16,5,52,7,0,0,,0,0,0,0,0,0,,0,0,True,32979,4149,54,9.0,370,84,34235,1,16,5,18,26,22,1,0,BOT_LANE,2,0,0,2,0,1,"HEXTECH_DRAGON,CHEMTECH_DRAGON",2,1
0,KR_6445663119,True,22961,3256,37,9.25,316,68,23463,0,12,9,12,22,8,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,1,False,26066,1621,51,8.5,332,60,27775,1,9,12,7,24,2,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445953326,True,22403,2088,35,8.75,331,58,23632,1,11,12,9,28,6,0,0,,0,0,0,0,0,0,,0,1,False,30719,4784,54,9.0,373,72,25096,0,12,11,11,27,4,1,0,BOT_LANE,2,0,0,2,0,1,FIRE_DRAGON,1,0
0,KR_6439525746,True,21775,4825,36,9.0,383,69,23403,1,8,4,12,26,7,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,False,24605,4405,51,8.5,376,65,25837,0,4,8,3,23,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446705470,True,19488,933,38,9.5,320,72,16170,0,8,7,10,48,8,0,0,,0,0,0,0,0,0,,0,1,False,25713,2883,52,8.666666666666666,364,64,29217,1,7,8,3,23,9,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6403290163,False,21120,1262,34,8.5,305,62,20946,1,9,8,7,26,5,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,True,25189,3189,51,8.5,280,85,25980,0,8,9,4,49,7,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
0,KR_6444997201,True,22969,5354,38,9.5,289,68,28094,0,17,15,24,26,4,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,32419,4599,51,8.5,338,52,39849,1,15,17,12,26,9,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
0,KR_6429929538,False,17415,2730,35,8.75,277,68,19057,1,5,14,4,126,8,0,0,,0,0,0,0,0,0,,0,1,True,28994,4404,52,8.666666666666666,326,60,35636,0,14,5,9,39,13,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6446357430,True,22176,1196,36,9.0,321,76,20377,1,13,8,12,38,7,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1,False,27975,3214,52,8.666666666666666,378,72,26470,0,8,13,6,24,10,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445214769,True,29616,2418,38,9.5,325,107,34605,1,23,12,25,26,8,1,0,BOT_LANE,3,1,1,1,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,1,False,28741,2467,48,8.0,265,55,29901,0,12,23,7,28,6,0,0,,1,0,1,0,0,0,,0,0
0,KR_6445523664,False,25510,2685,38,9.5,344,66,23101,1,15,6,18,33,5,1,0,TOP_LANE,1,0,1,0,0,1,HEXTECH_DRAGON,1,1,True,25602,4622,49,8.166666666666666,334,66,27695,0,6,15,7,19,10,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445143629,True,26140,3475,38,9.5,344,55,26830,1,21,4,27,54,7,1,0,TOP_LANE,1,0,1,0,0,1,EARTH_DRAGON,1,1,False,25473,1598,47,7.833333333333333,325,64,27951,0,4,21,5,22,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445510246,False,21391,2726,36,9.0,314,64,21841,0,10,9,18,57,13,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,True,26773,3043,49,8.166666666666666,329,68,19666,1,9,10,12,28,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6433767479,False,18460,4115,36,9.0,306,66,18271,0,6,5,2,24,3,0,0,,0,0,0,0,0,0,,0,1,True,26577,5027,52,8.666666666666666,360,69,28468,1,5,6,6,24,7,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0
0,KR_6445250301,False,18512,3482,35,8.75,287,63,15768,1,7,6,11,29,8,0,0,,0,0,0,0,0,0,,0,0,True,27770,4745,52,8.666666666666666,364,88,28429,0,6,7,8,26,8,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,1
0,KR_6436625622,False,18596,1891,36,9.0,303,51,16656,1,6,18,8,20,14,0,0,,0,0,0,0,0,0,,0,0,True,31949,1649,52,8.666666666666666,352,95,28349,0,18,6,30,36,3,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1
0,KR_6446738698,False,21500,1982,36,9.0,326,54,20028,0,11,12,17,22,7,0,0,,0,0,0,0,0,0,,0,0,True,30167,8337,50,8.333333333333334,326,81,26971,1,12,11,19,35,9,1,0,TOP_LANE,1,0,1,0,0,1,WATER_DRAGON,1,1
0,KR_6446275807,True,21343,2723,38,9.5,326,88,20153,1,10,8,13,26,6,0,0,,0,0,0,0,0,0,CHEMTECH_DRAGON,1,0,False,27417,4383,52,8.666666666666666,319,84,27671,0,8,10,6,30,7,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1
0,KR_6445351311,True,25219,5494,38,9.5,330,73,24517,1,18,4,22,35,12,1,0,TOP_LANE,1,0,1,0,0,1,HEXTECH_DRAGON,1,0,False,25209,3999,49,8.166666666666666,325,82,19504,0,4,18,4,26,7,0,0,,0,0,0,0,0,0,,0,1
0,KR_6427377247,False,18017,2657,35,8.75,339,72,10347,0,1,7,1,27,10,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,True,27925,6295,52,8.666666666666666,363,92,24105,1,7,1,8,29,13,1,0,BOT_LANE,1,0,0,1,0,0,FIRE_DRAGON,1,1
0,KR_6438030774,False,20871,1166,37,9.25,355,70,15420,1,7,12,5,24,9,0,0,,0,0,0,0,0,0,,0,0,True,29146,3236,51,8.5,362,80,27563,0,12,7,12,66,5,0,0,,0,0,0,0,0,0,,0,1
0,KR_6422402551,False,19489,2924,35,8.75,294,66,19968,0,9,12,10,28,7,0,0,,0,0,0,0,0,0,,0,1,True,29322,3957,52,8.666666666666666,331,85,23158,1,12,9,12,25,10,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
0,KR_6439620674,False,17401,2126,34,8.5,293,72,15362,0,4,13,5,25,6,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,True,30110,6555,52,8.666666666666666,380,96,25546,1,13,4,16,22,5,0,0,,0,0,0,0,0,0,EARTH_DRAGON,1,0
0,KR_6439572792,True,26105,1060,38,9.5,354,75,28840,1,17,4,27,20,8,0,0,,1,0,0,1,0,0,,0,1,False,24205,1935,49,8.166666666666666,327,56,18809,0,4,17,3,28,0,1,0,TOP_LANE,1,0,1,0,0,1,CHEMTECH_DRAGON,1,0
0,KR_6445995824,True,21075,2085,35,8.75,324,72,21743,1,10,9,6,19,5,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,28273,3169,48,8.0,325,64,25145,0,9,10,10,27,1,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446709168,True,27746,5186,39,9.75,339,79,29468,1,19,4,20,24,3,1,0,TOP_LANE,3,2,1,0,0,1,HEXTECH_DRAGON,1,1,False,22923,2913,45,7.5,278,75,20524,0,4,19,3,25,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6436545183,False,19393,1613,35,8.75,277,67,23290,1,10,8,10,62,3,0,0,,0,0,0,0,0,0,,0,0,True,27393,3739,49,8.166666666666666,320,68,26462,0,8,10,10,28,11,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,EARTH_DRAGON",2,1
