,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
0,KR_6441670436,True,21098,2233,37,9.25,301,86,19641,0,11,12,12,24,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,28370,3157,52,8.666666666666666,321,76,29183,1,12,11,10,32,7,0,0,,0,0,0,0,0,0,,0,1
0,KR_6445201212,True,20864,1879,38,9.5,365,100,19002,1,7,7,4,21,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,False,26470,3405,52,8.666666666666666,324,64,17072,0,7,7,7,65,2,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,1
0,KR_6444098107,False,16777,2602,32,8.0,213,64,12659,0,8,19,9,11,1,0,0,,0,0,0,0,0,0,,0,0,True,36937,3062,51,8.5,318,80,31383,1,19,8,18,130,1,1,0,MID_LANE,6,2,3,1,0,1,"EARTH_DRAGON,AIR_DRAGON",2,1
0,KR_6422143091,False,19476,2731,34,8.5,261,33,21128,0,15,14,18,31,6,0,0,,0,0,0,0,0,0,,0,0,True,30913,4438,48,8.0,307,80,33548,1,14,15,10,24,7,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,1
0,KR_6443078456,False,18719,4054,36,9.0,234,56,20616,0,10,12,8,23,3,1,0,BOT_LANE,2,0,0,2,0,1,EARTH_DRAGON,1,1,True,32003,6528,53,8.833333333333334,305,88,39444,1,12,10,9,28,3,0,0,,1,0,1,0,0,0,FIRE_DRAGON,1,0
0,KR_6425035667,True,25394,3169,39,9.75,356,72,28158,1,18,6,16,32,10,1,0,TOP_LANE,1,0,1,0,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,1,False,24034,2809,46,7.666666666666667,251,76,24685,0,6,18,4,22,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446719781,True,23266,3716,37,9.25,272,84,25160,0,14,14,12,20,0,1,0,MID_LANE,1,1,0,0,0,1,AIR_DRAGON,1,1,False,28791,3106,52,8.666666666666666,319,62,33254,1,14,14,14,25,2,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446269602,False,22281,4070,38,9.5,326,80,23256,0,11,11,8,25,6,0,0,,0,0,0,0,0,0,,0,1,True,27552,3142,49,8.166666666666666,318,87,23199,1,11,11,15,23,4,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
0,KR_6438416423,True,20458,3038,35,8.75,227,68,24045,1,14,11,11,27,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,26231,3076,49,8.166666666666666,259,68,28927,0,11,14,8,85,9,0,0,,0,0,0,0,0,0,,0,1
0,KR_6380799977,False,19577,3447,37,9.25,254,95,14290,1,12,7,12,29,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,True,27515,5465,50,8.333333333333334,320,60,29881,0,7,12,6,88,7,0,0,,0,0,0,0,0,0,,0,0
0,KR_6369163591,False,17020,2850,34,8.5,280,64,17144,0,3,10,3,0,3,0,0,,0,0,0,0,0,0,,0,0,True,29203,6373,55,9.166666666666666,373,80,26350,1,10,3,7,0,3,1,0,MID_LANE,1,1,0,0,0,1,"FIRE_DRAGON,HEXTECH_DRAGON",2,1
0,KR_6370189030,False,18487,1942,37,9.25,263,64,13194,1,7,11,6,0,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,True,30515,1300,54,9.0,358,73,21362,0,11,7,10,0,6,1,0,TOP_LANE,2,0,1,1,0,0,,0,1
0,KR_6414139719,True,18231,2801,38,9.5,284,64,20630,0,8,6,2,30,7,0,0,,0,0,0,0,0,0,,0,0,False,24802,5128,50,8.333333333333334,310,79,23139,1,6,8,6,22,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6436588764,True,23915,2640,40,10.0,289,85,21466,1,15,8,3,19,4,1,0,TOP_LANE,2,1,1,0,0,1,AIR_DRAGON,1,1,False,25392,4432,52,8.666666666666666,273,64,22929,0,8,15,7,22,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445508165,False,18498,3428,35,8.75,284,71,20259,0,7,8,7,41,5,0,0,,0,0,0,0,0,0,,0,1,True,27493,6408,51,8.5,313,78,28704,1,8,7,10,31,4,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6428173806,False,16318,1758,34,8.5,186,60,16145,0,4,9,3,27,11,0,0,,0,0,0,0,0,0,,0,1,True,27903,3918,48,8.0,398,71,27317,1,9,4,11,31,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6446644952,True,21633,923,37,9.25,298,64,23992,1,15,14,12,31,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,31891,3631,51,8.5,342,64,29005,0,14,15,7,22,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
0,KR_6446725283,True,21545,1620,34,8.5,275,72,27964,0,16,10,16,40,12,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,27966,6321,51,8.5,278,92,27386,1,10,16,2,21,7,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446189105,False,19424,2624,37,9.25,270,52,17809,0,13,10,8,28,2,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,True,28246,2936,49,8.166666666666666,325,72,28722,1,10,13,11,25,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445349189,True,21632,2737,36,9.0,291,48,22957,1,16,12,14,39,7,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,29730,5490,53,8.833333333333334,344,72,29515,0,12,16,8,25,9,0,0,,0,0,0,0,0,0,,0,1
0,KR_6444892702,False,19022,2302,35,8.75,275,68,14045,0,10,10,9,46,5,0,0,,0,0,0,0,0,0,,0,0,True,29955,3990,51,8.5,342,84,31332,1,10,10,8,24,11,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1
0,KR_6442625148,False,19158,3958,37,9.25,264,52,21210,0,8,9,3,15,2,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,True,24988,3587,50,8.333333333333334,302,52,29674,1,9,8,6,22,1,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6436021564,False,18447,1057,35,8.75,246,64,15518,1,8,16,7,20,0,0,0,,0,0,0,0,0,0,,0,0,True,35095,4503,54,9.0,401,92,34229,0,16,8,14,22,4,1,0,TOP_LANE,3,1,2,0,0,1,"FIRE_DRAGON,AIR_DRAGON",2,1
0,KR_6446765044,True,26754,2959,39,9.75,304,78,27296,1,21,10,11,24,8,0,0,,1,0,1,0,0,1,CHEMTECH_DRAGON,1,1,False,26164,3554,48,8.0,273,52,27662,0,10,21,11,34,4,1,0,MID_LANE,1,1,0,0,0,0,,0,0
0,KR_6404034863,True,24026,3496,38,9.5,329,86,30080,1,17,5,16,25,6,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,0,False,24849,2194,49,8.166666666666666,321,72,22784,0,5,17,6,23,7,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1
0,KR_6436706003,True,20838,3898,38,9.5,245,76,21210,0,13,14,10,64,6,0,0,,0,0,0,0,0,0,,0,0,False,29328,3598,50,8.333333333333334,285,68,34613,1,14,13,18,28,20,0,0,,0,0,0,0,0,0,,0,1
0,KR_6445932382,True,19161,3581,38,9.5,248,80,18740,1,10,5,10,19,4,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,25548,4403,51,8.5,325,72,24700,0,5,10,2,22,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6417863518,False,21123,4167,38,9.5,316,84,17179,0,9,9,4,24,3,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,True,27768,2918,53,8.833333333333334,315,99,24206,1,9,9,11,15,4,1,0,TOP_LANE,1,0,1,0,0,0,CHEMTECH_DRAGON,1,0
0,KR_6442247869,False,17457,1247,34,8.5,260,64,19359,0,6,12,4,21,4,0,0,,0,0,0,0,0,0,,0,1,True,28030,5545,52,8.666666666666666,317,68,32202,1,12,6,10,149,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
0,KR_6385313550,False,22003,3523,36,9.0,307,68,20448,1,12,12,9,26,2,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,True,28996,4626,52,8.666666666666666,306,55,27574,0,12,12,7,22,1,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6445191137,False,20345,1745,34,8.5,281,65,20764,0,11,18,8,25,2,0,0,,0,0,0,0,0,0,,0,0,True,30782,5017,49,8.166666666666666,282,62,30283,1,18,11,17,22,4,1,0,MID_LANE,1,1,0,0,0,1,AIR_DRAGON,1,1
0,KR_6444441441,True,19925,4029,37,9.25,298,68,19203,1,11,5,9,24,11,0,0,,0,0,0,0,0,0,,0,0,False,25108,3473,51,8.5,311,80,29327,0,5,11,3,34,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1
0,KR_6445494479,True,21396,1356,38,9.5,267,84,21811,0,14,13,8,18,4,0,0,,1,0,1,0,0,1,CHEMTECH_DRAGON,1,0,False,30996,3281,50,8.333333333333334,285,68,34437,1,13,14,9,24,3,1,0,BOT_LANE,2,1,0,1,0,0,,0,1
0,KR_6439319823,False,19078,2658,35,8.75,272,75,24529,0,7,18,8,33,3,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,True,30042,5172,50,8.333333333333334,304,76,32425,1,18,7,20,27,6,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445039866,False,18738,2578,35,8.75,264,88,15185,1,6,20,6,30,2,0,0,,0,0,0,0,0,0,,0,0,True,32556,2417,53,8.833333333333334,324,87,33435,0,20,6,11,30,3,1,0,TOP_LANE,1,0,1,0,0,1,AIR_DRAGON,1,1
0,KR_6443774706,False,18027,2722,34,8.5,252,58,20517,1,9,15,9,29,4,0,0,,0,0,0,0,0,0,,0,0,True,29258,2833,52,8.666666666666666,365,76,30292,0,15,9,13,24,7,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
0,KR_6419520112,True,22072,1832,37,9.25,294,79,23908,0,11,8,8,21,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,26540,5130,52,8.666666666666666,313,64,31753,1,8,11,9,25,3,0,0,,0,0,0,0,0,0,,0,1
0,KR_6384318925,False,18406,1816,33,8.25,219,58,28878,0,12,22,10,21,5,0,0,,0,0,0,0,0,0,,0,0,True,33390,3050,49,8.166666666666666,318,77,34402,1,22,12,14,32,5,1,0,MID_LANE,2,1,0,1,0,1,WATER_DRAGON,1,1
0,KR_6436191074,False,20230,1965,36,9.0,263,60,21632,1,11,11,18,40,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,True,28051,2511,52,8.666666666666666,310,76,30520,0,11,11,9,21,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6372890546,True,21769,4894,39,9.75,305,72,21438,0,10,6,18,0,6,0,0,,0,0,0,0,0,0,,0,0,False,23490,1695,50,8.333333333333334,281,63,20418,1,6,10,4,0,7,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446221511,False,17453,2493,36,9.0,279,67,12929,0,6,12,6,16,2,0,0,,0,0,0,0,0,0,,0,0,True,30870,4824,52,8.666666666666666,351,76,23459,1,12,6,16,23,2,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,1
0,KR_6446301693,True,21074,1934,37,9.25,273,78,24940,1,14,6,12,237,6,0,0,,0,0,0,0,0,0,,0,1,False,25053,3133,50,8.333333333333334,284,76,27482,0,6,14,3,31,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6443577603,False,19015,2820,35,8.75,265,60,21398,1,10,16,8,24,5,0,0,,0,0,0,0,0,0,,0,0,True,31706,4516,53,8.833333333333334,330,108,32875,0,16,10,12,29,6,1,0,MID_LANE,1,1,0,0,0,1,HEXTECH_DRAGON,1,1
0,KR_6446296528,True,21978,1518,38,9.5,306,87,16825,1,12,4,10,22,5,1,0,TOP_LANE,1,0,1,0,0,1,EARTH_DRAGON,1,0,False,25755,2655,49,8.166666666666666,314,64,20545,0,4,12,6,20,3,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446200131,False,21757,3822,36,9.0,240,72,26644,1,17,15,16,28,5,0,0,,0,0,0,0,0,0,,0,1,True,29016,3671,48,8.0,253,48,32738,0,15,17,20,32,4,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6426109193,True,20713,3098,37,9.25,266,80,27390,0,10,7,16,26,5,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,CHEMTECH_DRAGON",2,1,False,25179,3064,50,8.333333333333334,286,34,26009,1,7,10,2,18,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6443366979,False,17572,1197,34,8.5,180,56,17293,0,8,18,6,24,3,0,0,,0,0,0,0,0,0,,0,0,True,32992,4397,52,8.666666666666666,390,64,35105,1,18,8,17,28,4,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
0,KR_6445186140,False,19564,3314,36,9.0,322,62,14430,1,7,8,4,21,7,0,0,,0,0,0,0,0,0,,0,1,True,27408,2908,50,8.333333333333334,306,75,28541,0,8,7,6,21,4,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
0,KR_6445949676,False,18679,1719,33,8.25,271,48,18946,0,9,20,12,23,4,0,0,,0,0,0,0,0,0,,0,0,True,32740,3475,53,8.833333333333334,339,68,29828,1,20,9,17,20,4,1,0,MID_LANE,1,1,0,0,0,1,FIRE_DRAGON,1,1
0,KR_6442068433,False,17259,1379,34,8.5,267,59,16456,0,6,22,6,22,4,0,0,,0,0,0,0,0,0,,0,0,True,34672,4837,53,8.833333333333334,354,76,38472,1,22,6,19,22,8,1,0,MID_LANE,2,2,0,0,0,1,EARTH_DRAGON,1,1
0,KR_6445620884,True,21068,2678,35,8.75,268,56,22919,1,15,4,9,21,6,1,0,MID_LANE,1,1,0,0,0,0,,0,0,False,23540,4595,48,8.0,223,62,21972,0,4,15,4,20,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6442056548,True,27344,2404,37,9.25,328,68,27337,1,20,5,16,236,5,0,0,,3,2,0,1,0,1,EARTH_DRAGON,1,1,False,26326,4066,49,8.166666666666666,304,72,23318,0,5,20,7,19,3,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6445447035,False,20266,956,35,8.75,269,26,18910,0,15,13,21,30,2,0,0,,0,0,0,0,0,0,,0,0,True,30203,1013,48,8.0,304,79,29406,1,13,15,8,22,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6445397619,False,20460,3735,36,9.0,290,60,22196,1,11,10,14,21,7,0,0,,0,0,0,0,0,0,,0,0,True,29079,4209,50,8.333333333333334,358,52,25339,0,10,11,6,21,4,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
0,KR_6432963180,False,18889,823,35,8.75,214,74,19990,0,10,14,8,20,7,0,0,,0,0,0,0,0,0,,0,0,True,30816,3216,52,8.666666666666666,359,84,34603,1,14,10,7,28,6,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1
0,KR_6439122955,True,19362,3352,36,9.0,301,52,16270,0,8,9,10,82,4,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,False,27598,4358,53,8.833333333333334,344,96,30106,1,9,8,6,23,7,0,0,,0,0,0,0,0,0,,0,1
0,KR_6413223655,True,18783,2163,36,9.0,226,72,18976,0,13,15,12,26,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,31839,4309,52,8.666666666666666,297,76,36456,1,15,13,14,26,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6414175681,True,18696,6671,36,9.0,313,62,19611,0,5,11,5,20,5,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,False,28627,5828,51,8.5,372,70,22556,1,11,5,12,23,8,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446195397,False,20035,910,35,8.75,268,56,23871,0,10,13,5,17,3,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,True,29568,5898,53,8.833333333333334,300,91,31079,1,13,10,8,25,4,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6426072424,True,18587,2827,36,9.0,279,63,16252,1,10,9,10,33,7,0,0,,0,0,0,0,0,0,,0,0,False,28633,4203,51,8.5,332,67,23616,0,9,10,6,339,12,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1
0,KR_6438883214,True,17630,2780,34,8.5,286,0,18267,0,10,11,16,41,6,0,0,,0,0,0,0,0,0,,0,0,False,29464,5036,51,8.5,274,148,30786,1,11,10,12,99,8,0,0,,0,0,0,0,0,0,,0,0
0,KR_6438981483,True,21090,2975,36,9.0,282,68,19873,0,11,13,12,22,5,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,29846,4301,51,8.5,343,76,29096,1,13,11,8,21,5,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446000972,False,19384,3354,34,8.5,260,70,19493,0,10,11,6,19,10,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,True,29889,6405,51,8.5,331,74,29528,1,11,10,7,31,8,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
0,KR_6446734690,False,15896,1271,34,8.5,283,59,14731,0,3,8,6,26,6,0,0,,0,0,0,0,0,0,,0,0,True,30342,4331,52,8.666666666666666,396,100,28016,1,8,3,12,27,4,1,0,TOP_LANE,1,0,1,0,0,1,WATER_DRAGON,1,1
0,KR_6443072858,True,19506,2576,36,9.0,300,84,18036,1,9,10,8,26,10,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,27054,4709,50,8.333333333333334,299,48,30273,0,10,9,6,46,11,0,0,,0,0,0,0,0,0,,0,1
0,KR_6438393918,True,19226,1931,34,8.5,290,76,18231,0,5,13,9,34,4,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,27893,2443,50,8.333333333333334,321,72,26888,1,13,5,11,31,1,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
0,KR_6436552611,False,18547,1086,34,8.5,258,80,15460,0,8,14,6,160,4,0,0,,0,0,0,0,0,0,,0,0,True,32244,3436,55,9.166666666666666,389,72,34144,1,14,8,12,23,3,1,0,TOP_LANE,1,0,1,0,0,1,WATER_DRAGON,1,1
