blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,matchMin,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
0,19570,41,304,38,21859,0,4,16,3,23,4,0,0,0,0,0,0,0,0,0,0,29973,48,374,88,26047,1,16,4,16,58,5,1,0,1,0,0,1,0,1,1,1,17,0,0,0,0,0,0,0,1,0,0,0,0
0,24328,45,343,68,26479,0,7,13,13,29,12,0,0,0,0,0,0,0,0,0,1,29979,46,403,70,35037,1,13,7,16,28,10,1,0,1,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
0,24695,44,377,71,23862,0,8,11,11,55,11,0,0,0,0,0,0,0,0,0,0,26361,44,390,64,26957,1,11,8,14,30,8,0,0,0,0,0,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1
0,27774,46,333,79,28334,0,14,8,14,30,13,1,0,1,0,0,1,0,0,1,0,24929,43,344,72,25129,1,8,14,9,35,10,0,0,0,0,0,0,0,1,1,1,30,0,0,1,0,0,0,0,1,0,0,0,0
1,25291,43,337,56,28127,1,10,5,18,39,8,0,0,1,0,0,1,0,0,0,0,23980,44,344,89,21603,0,5,10,6,26,6,1,0,1,0,1,0,0,1,2,1,30,0,0,0,0,0,0,0,0,0,0,1,1
1,24288,41,313,80,27650,0,9,8,16,38,14,0,0,0,0,0,0,0,1,1,1,22810,41,333,45,23926,1,8,9,6,102,14,1,0,1,0,1,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0
1,26776,44,348,70,25930,0,13,11,8,34,15,0,0,0,0,0,0,0,1,1,1,23800,44,314,70,23081,1,11,13,9,40,8,1,0,1,0,0,1,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0
0,23288,44,357,82,24116,1,5,10,0,36,9,0,0,0,0,0,0,0,1,1,1,24699,46,393,73,24210,0,10,5,6,31,12,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0
1,30333,46,382,80,27029,1,16,6,20,28,10,1,0,2,1,0,1,0,0,0,1,22482,42,335,80,23169,0,6,16,9,34,7,0,0,0,0,0,0,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0
0,28240,47,391,102,26605,0,11,9,9,35,8,0,0,0,0,0,0,0,0,1,1,23379,44,299,76,19794,1,9,11,7,39,9,1,0,1,0,1,0,0,1,1,0,36,0,0,0,1,0,0,0,0,0,0,0,1
0,26900,42,358,64,23428,0,9,8,10,29,7,1,0,1,0,0,1,0,1,1,0,25329,44,321,88,31626,1,8,9,11,44,5,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0
0,20594,41,309,63,16880,0,4,11,3,24,14,0,0,0,0,0,0,0,0,0,1,26361,44,385,74,20411,1,11,4,13,34,9,1,0,1,0,1,0,0,1,2,0,19,0,0,0,0,0,0,0,1,0,1,0,0
1,26538,44,378,99,28324,1,10,7,20,35,6,0,0,0,0,0,0,0,0,1,1,24388,45,384,72,22234,0,7,10,7,36,8,0,0,0,0,0,0,0,1,1,0,33,0,0,0,0,0,1,1,0,0,0,0,0
1,23788,43,329,65,27834,1,8,6,11,36,14,0,0,0,0,0,0,0,1,1,0,23011,43,363,58,25061,0,6,8,8,36,9,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0,0
1,29664,44,304,71,30283,1,21,10,37,31,9,1,0,1,0,0,1,0,1,2,0,25797,43,332,67,21899,0,10,21,14,27,8,0,0,0,0,0,0,0,0,0,1,22,0,0,0,1,1,0,0,0,0,0,0,0
1,25434,45,362,88,24727,0,5,8,4,41,14,1,0,1,0,1,0,0,1,2,1,22375,44,326,63,19584,1,8,5,5,106,9,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0
1,26644,45,381,82,29280,1,13,7,14,37,18,0,0,0,0,0,0,0,1,1,0,24461,43,325,72,27457,0,7,13,11,40,14,0,0,0,0,0,0,0,0,1,1,22,0,1,0,0,0,0,0,0,1,0,0,0
0,23496,41,321,67,20361,0,8,13,13,32,7,0,0,0,0,0,0,0,0,0,1,28590,44,369,72,31517,1,13,8,20,42,11,1,0,1,0,0,1,0,1,1,0,23,0,0,0,0,0,0,1,0,0,0,0,0
0,24545,44,367,76,20736,1,9,11,11,24,8,0,0,0,0,0,0,0,0,0,0,27898,44,383,62,25343,0,11,9,22,34,7,1,0,1,1,0,0,0,1,1,1,30,0,0,0,0,0,0,1,0,0,0,0,0
0,29076,44,348,92,30734,0,14,13,22,53,10,0,0,0,0,0,0,0,0,0,1,26189,42,298,51,31485,1,13,14,13,100,7,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,1,0,0
0,21892,44,384,61,21666,0,5,10,7,29,9,0,0,0,0,0,0,0,0,0,0,26731,45,360,62,22920,1,10,5,9,29,13,1,0,1,0,0,1,0,1,1,1,33,0,0,0,0,0,0,0,0,0,1,0,0
0,25679,43,351,56,25060,1,11,8,19,41,6,0,0,0,0,0,0,0,1,1,0,26534,43,367,84,26342,0,8,11,14,33,9,1,0,1,0,0,1,0,0,0,1,35,0,1,0,0,0,0,0,0,0,0,0,0
1,26749,44,409,68,32151,1,9,7,7,36,16,0,0,0,0,0,0,0,0,1,1,22851,43,347,68,24187,0,7,9,9,33,13,1,0,1,1,0,0,0,1,1,0,22,0,0,1,0,0,0,0,0,0,0,1,0
1,26769,45,364,72,29367,0,12,6,18,27,9,0,0,0,0,0,0,0,0,0,0,22950,43,360,60,24567,1,6,12,6,27,4,0,0,0,0,0,0,0,1,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
1,28551,45,350,83,35925,0,17,9,14,30,11,0,0,0,0,0,0,0,1,2,1,22472,43,337,54,25822,1,9,17,3,30,10,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,1,0,0,0,0,0,0
1,23511,45,366,62,24775,1,8,7,10,32,10,0,0,0,0,0,0,0,1,1,0,25704,43,379,74,20338,0,7,8,8,36,6,1,0,1,1,0,0,0,0,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0
0,24485,41,295,76,23908,1,8,16,8,34,8,0,0,1,1,0,0,0,0,1,1,28164,44,397,64,30711,0,16,8,20,38,17,1,0,1,0,0,1,0,1,1,0,24,1,0,0,0,0,0,0,0,0,0,0,1
0,24233,42,336,48,26397,0,8,20,8,38,7,0,0,0,0,0,0,0,1,1,0,30008,46,343,63,32790,1,20,8,21,34,22,1,0,1,1,0,0,0,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0
1,23442,47,427,80,19523,0,4,5,6,40,13,0,0,0,0,0,0,0,1,1,0,23966,45,398,88,19912,1,5,4,3,35,12,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0,0
0,25022,43,367,42,23646,1,8,11,10,36,7,1,0,1,0,1,0,0,0,0,1,25357,45,390,74,27862,0,11,8,8,23,16,0,0,0,0,0,0,0,1,1,0,31,0,0,0,0,0,0,1,0,0,0,0,0
1,30756,48,407,56,27906,1,19,4,22,31,9,0,0,0,0,0,0,0,0,0,1,21355,42,326,76,20827,0,4,19,2,34,7,1,0,1,0,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,1
0,21890,42,345,56,16193,1,5,11,2,46,9,0,0,0,0,0,0,0,0,0,1,25728,46,322,84,21324,0,11,5,14,30,11,1,0,1,0,0,1,0,1,2,0,24,0,0,0,0,0,0,0,1,1,0,0,0
0,21388,40,324,68,23694,1,5,23,6,32,8,0,0,0,0,0,0,0,1,1,0,33545,47,391,92,40177,0,23,5,29,33,10,1,0,3,2,1,0,0,0,1,1,17,0,0,0,0,1,0,0,0,1,0,0,0
1,25199,43,323,76,28007,0,10,14,16,52,11,0,0,0,0,0,0,0,1,1,0,28176,46,411,84,30145,1,14,10,14,34,16,1,0,1,0,1,0,0,0,1,1,31,1,0,0,0,0,0,0,0,0,0,0,1
0,23298,45,353,86,21261,1,5,16,4,24,8,0,0,0,0,0,0,0,0,0,1,27484,46,364,77,30623,0,16,5,13,44,7,0,0,0,0,0,0,0,1,2,0,21,0,0,0,0,0,0,0,0,1,0,0,1
1,28861,45,356,93,24779,0,12,7,13,24,12,1,0,2,1,1,0,0,0,0,1,22954,42,335,62,21278,1,7,12,11,28,8,0,0,0,0,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0
1,30137,45,402,86,24461,1,12,6,16,33,17,1,0,2,0,1,1,0,1,1,1,23541,44,322,98,19247,0,6,12,12,80,8,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,1,0,1,0,0,0,0
1,27820,45,372,76,30712,1,13,9,17,26,11,1,0,1,1,0,0,0,0,0,1,24127,45,357,68,19912,0,9,13,8,39,7,0,0,0,0,0,0,0,1,1,0,25,0,0,0,0,0,0,1,0,0,0,0,0
0,23824,43,356,66,19586,1,6,4,10,37,10,0,0,0,0,0,0,0,0,1,1,25199,46,401,95,19397,0,4,6,5,33,11,1,0,1,1,0,0,0,1,1,0,31,0,0,0,1,0,0,0,1,0,0,0,0
0,26699,44,410,80,22577,0,9,11,16,35,11,0,0,0,0,0,0,0,0,0,1,26624,44,382,76,26347,1,11,9,16,42,17,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,0,1,0,0,0
1,30997,46,374,90,33714,1,17,3,21,25,11,1,0,2,1,0,1,0,1,2,1,19596,40,294,63,20782,0,3,17,3,25,6,0,0,0,0,0,0,0,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0,0
0,25160,44,351,69,30719,1,12,13,12,24,9,0,0,0,0,0,0,0,0,0,1,26266,45,332,64,27454,0,13,12,15,39,7,0,0,0,0,0,0,0,1,2,0,27,0,0,0,0,0,0,1,0,0,1,0,0
1,30924,45,373,64,38630,1,14,4,14,35,10,1,0,2,1,0,1,0,1,1,0,21963,42,359,65,21431,0,4,14,4,27,7,0,0,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0
1,28053,45,364,108,25554,1,12,11,19,25,10,0,0,0,0,0,0,0,0,0,1,26867,45,376,88,25746,0,11,12,14,27,10,0,0,0,0,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,1,0
0,26703,44,340,49,27180,1,14,14,15,31,6,0,0,0,0,0,0,0,0,0,1,27369,44,367,66,34996,0,14,14,10,34,10,0,0,0,0,0,0,0,1,2,0,28,0,0,0,0,0,0,0,1,1,0,0,0
0,26173,44,373,72,28891,0,11,13,19,37,10,0,0,0,0,0,0,0,0,0,1,26242,44,369,65,31547,1,13,11,25,26,10,0,0,0,0,0,0,0,1,1,0,34,0,0,0,0,0,0,0,0,0,0,1,0
0,26015,43,313,68,31378,0,11,23,13,31,7,0,0,0,0,0,0,0,0,0,0,34579,47,312,88,34148,1,23,11,22,30,12,1,0,4,0,2,2,0,1,1,1,22,0,0,0,0,0,0,0,0,0,1,0,0
0,25064,44,357,80,27261,0,6,4,10,46,13,0,0,0,0,0,0,0,0,0,1,22028,42,339,78,18974,1,4,6,3,40,13,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
1,31749,45,328,80,33246,0,23,9,21,63,9,1,0,2,1,0,1,0,1,1,1,25378,40,343,35,29210,1,9,23,11,31,10,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0
0,20964,41,357,68,17816,0,1,16,1,35,6,0,0,0,0,0,0,0,0,0,0,28915,46,384,96,28684,1,16,1,15,33,11,1,0,1,0,0,1,0,1,2,1,17,0,0,0,0,0,0,1,0,0,1,0,0
0,25309,40,317,68,28242,1,9,19,9,33,10,0,0,0,0,0,0,0,0,0,1,27926,45,285,80,27513,0,19,9,20,27,13,1,0,1,0,0,1,0,1,2,0,27,0,0,0,0,0,0,0,1,0,0,0,1
1,27438,45,336,70,27671,1,13,7,16,35,7,0,0,0,0,0,0,0,0,0,1,25685,44,369,78,23664,0,7,13,11,23,4,1,0,1,1,0,0,0,1,2,0,17,0,0,0,0,0,0,1,1,0,0,0,0
1,29914,45,347,60,39597,1,16,6,21,32,30,1,0,1,0,0,1,0,1,1,1,22727,44,369,74,24619,0,6,16,4,65,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0
0,25169,43,331,88,21738,1,7,11,8,31,6,1,0,2,0,2,0,0,0,0,1,27115,46,364,58,25833,0,11,7,11,30,9,0,0,1,0,0,1,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,1,0
1,28260,44,382,56,30745,1,15,11,13,34,12,1,0,1,0,1,0,0,0,0,1,23777,39,319,58,27717,0,11,15,21,31,13,0,0,0,0,0,0,0,1,1,0,32,0,0,0,0,0,0,0,0,0,1,0,0
1,26763,45,388,76,22162,0,8,7,11,22,12,1,0,2,0,2,0,0,0,0,1,23688,44,304,80,22685,1,7,8,15,28,7,0,0,1,0,0,1,0,1,2,0,24,0,0,0,0,0,0,0,0,1,1,0,0
1,25027,46,392,88,22503,1,9,4,5,20,8,0,0,0,0,0,0,0,0,1,1,22551,44,376,75,20670,0,4,9,3,27,5,0,0,0,0,0,0,0,1,1,0,23,0,0,0,1,0,0,1,0,0,0,0,0
1,32378,46,357,84,48287,1,23,12,23,48,33,1,0,1,0,0,1,0,1,1,1,25038,44,297,64,30653,0,12,23,16,73,9,0,0,1,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0
1,32766,46,366,56,39368,1,22,8,30,35,6,0,0,2,1,1,0,0,1,2,1,23350,41,314,79,22619,0,8,22,18,22,13,1,0,1,0,0,1,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0
1,28351,45,360,70,32739,0,15,14,11,54,6,1,0,1,0,0,1,0,1,1,0,26659,44,343,66,29160,1,14,15,14,31,7,0,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0
0,24844,42,337,68,25094,1,10,12,14,19,6,0,0,0,0,0,0,0,1,1,0,26728,43,328,76,27280,0,12,10,23,28,4,1,0,1,0,0,1,0,0,1,1,27,0,0,0,0,1,0,0,0,0,0,0,1
0,26708,43,361,64,26675,1,13,13,17,35,10,0,0,0,0,0,0,0,1,1,1,25712,44,340,71,28185,0,13,13,10,36,10,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0
1,31742,46,350,81,38953,0,24,5,35,32,8,1,0,3,2,0,1,0,1,1,1,20949,41,314,67,31009,1,5,24,4,26,8,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0
1,27094,45,359,88,24851,0,13,5,13,34,11,0,0,0,0,0,0,0,0,0,0,24349,44,361,86,16996,1,5,13,2,174,10,1,0,1,0,0,1,0,1,1,1,25,0,0,0,0,0,0,0,0,0,0,1,0
1,25307,45,333,89,29184,1,10,9,14,68,10,0,0,0,0,0,0,0,1,2,0,24425,44,337,82,25539,0,9,10,11,64,8,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,1,0,0,0,0,0,0
1,30726,46,363,79,34476,1,18,7,19,32,9,1,0,2,0,0,2,0,0,0,1,23570,44,311,88,28164,0,7,18,6,30,12,0,0,0,0,0,0,0,1,2,0,18,0,0,0,0,0,0,1,0,0,0,1,0
1,25934,44,361,57,26835,1,12,7,16,34,9,0,0,0,0,0,0,0,0,0,1,26603,44,370,85,25352,0,7,12,7,33,10,1,0,1,0,0,1,0,1,2,0,27,0,0,0,0,0,0,0,1,0,0,1,0
1,25899,44,332,65,23993,0,14,3,19,35,4,0,0,0,0,0,0,0,1,2,1,19759,41,324,67,18376,1,3,14,1,17,9,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,1,0,0,0,0,0,0
1,25739,44,371,72,28154,0,11,8,12,31,8,0,0,0,0,0,0,0,0,0,1,24241,45,369,68,25828,1,8,11,8,32,12,0,0,0,0,0,0,0,1,2,0,23,0,0,0,0,0,0,0,0,1,0,1,0
0,25101,42,318,84,29024,1,8,12,9,38,2,1,0,1,0,0,1,0,0,0,1,25590,45,380,79,27234,0,12,8,14,29,10,0,0,0,0,0,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,1
1,29847,47,394,69,32680,0,17,8,29,36,13,1,0,1,0,0,1,0,1,2,0,24165,42,338,74,25863,1,8,17,12,30,9,0,0,0,0,0,0,0,0,0,1,24,0,0,0,1,1,0,0,0,0,0,0,0
1,25264,41,365,56,21110,1,8,11,11,27,11,1,0,1,0,0,1,0,0,1,0,27620,43,326,88,24398,0,11,8,20,36,11,0,0,0,0,0,0,0,1,1,1,28,0,1,0,0,0,0,0,0,0,1,0,0
1,26607,46,378,80,19849,1,10,3,11,26,11,1,0,1,0,0,1,0,1,1,1,21652,42,375,75,14165,0,3,10,4,28,8,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0
1,25918,43,334,78,26514,1,11,9,16,28,9,0,0,0,0,0,0,0,0,1,1,24749,43,333,68,25758,0,9,11,16,66,7,1,0,1,0,1,0,0,1,1,0,31,1,0,0,0,0,0,0,0,0,0,0,1
1,27428,43,315,66,28243,1,16,13,22,34,9,1,0,1,0,1,0,0,0,0,1,26482,43,343,74,28047,0,13,16,15,28,11,0,0,1,0,0,1,0,1,1,0,28,0,0,0,0,0,0,0,1,0,0,0,0
0,24473,45,364,65,24218,0,10,6,12,47,15,0,0,0,0,0,0,0,1,1,1,23730,44,385,64,18604,1,6,10,6,34,9,1,0,1,0,1,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0
0,23115,41,317,52,23146,0,10,23,9,18,6,0,0,0,0,0,0,0,0,0,1,33935,47,363,86,43160,1,23,10,30,26,4,1,0,3,1,1,1,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,1,0
0,23450,43,331,77,22555,0,6,11,10,27,9,0,0,0,0,0,0,0,0,0,1,26356,46,393,46,19209,1,11,6,16,34,11,1,0,1,0,0,1,0,1,1,0,29,0,0,0,0,0,0,0,0,1,0,0,0
0,25809,45,298,96,36404,1,11,15,17,24,9,0,0,0,0,0,0,0,1,1,0,27043,45,322,75,28907,0,15,11,25,28,5,0,0,0,0,0,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0,0,0
1,26807,45,353,72,27729,0,12,14,14,54,9,1,0,1,0,0,1,0,0,0,0,28243,45,355,79,31394,1,14,12,18,30,10,0,0,0,0,0,0,0,1,1,1,31,0,0,0,0,0,0,0,0,1,0,0,0
