,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
0,KR_6432197615,False,21848,3368,37,9.25,296,72,25681,1,12,12,19,28,5,0,0,,0,0,0,0,0,0,,0,0,True,28943,5183,54,9.0,343,96,32723,0,12,12,7,25,6,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,1
0,KR_6433328744,True,23396,3371,37,9.25,341,76,28181,0,15,8,15,21,8,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,False,27081,2871,52,8.666666666666666,346,56,28202,1,8,15,5,42,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446726094,False,17826,2846,35,8.75,314,87,12298,0,1,15,0,22,4,0,0,,0,0,0,0,0,0,,0,0,True,31966,7995,53,8.833333333333334,384,74,24695,1,15,1,19,22,6,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,0
0,KR_6441974873,False,17832,917,36,9.0,293,68,18192,0,8,19,5,21,5,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,True,35156,5546,53,8.833333333333334,385,80,32075,1,19,8,24,22,7,1,0,TOP_LANE,2,1,1,0,0,0,,0,1
0,KR_6444952747,True,21430,4010,36,9.0,312,66,18915,1,7,5,9,39,11,1,0,MID_LANE,1,1,0,0,0,0,,0,0,False,26682,6412,52,8.666666666666666,360,89,17696,0,5,7,3,28,9,0,0,,0,0,0,0,0,0,,0,1
0,KR_6443554226,True,23183,1738,37,9.25,318,72,23687,1,13,11,19,21,6,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,False,27191,3001,51,8.5,336,64,23687,0,11,13,9,20,2,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6416082813,False,20328,2893,38,9.5,341,84,22845,0,7,12,7,63,11,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,True,29601,5036,52,8.666666666666666,342,72,26142,1,12,7,12,34,11,0,0,,0,0,0,0,0,0,,0,1
0,KR_6436732235,False,23498,2668,37,9.25,291,90,21165,0,16,13,17,37,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,True,32070,4095,52,8.666666666666666,309,80,34362,1,13,16,13,25,2,0,0,,1,0,0,1,0,1,WATER_DRAGON,1,1
0,KR_6411627490,True,23878,4118,39,9.75,324,76,21838,1,15,2,18,62,7,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,False,25450,4160,50,8.333333333333334,359,80,20771,0,2,15,1,59,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446234754,True,21872,1467,36,9.0,253,80,19587,1,18,14,22,26,11,0,0,,0,0,0,0,0,1,"WATER_DRAGON,FIRE_DRAGON",2,0,False,32719,2614,52,8.666666666666666,338,83,37693,0,14,18,12,27,9,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
0,KR_6442381768,True,22760,4830,38,9.5,329,72,21239,1,12,8,11,21,11,1,0,MID_LANE,1,1,0,0,0,0,,0,1,False,29155,4110,53,8.833333333333334,347,84,28481,0,8,12,6,45,2,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
0,KR_6440148973,True,24248,2378,37,9.25,333,57,26427,0,18,12,9,27,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,False,28511,2808,50,8.333333333333334,303,66,33785,1,12,18,12,24,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6399778053,True,18952,1957,35,8.75,317,52,18394,1,7,12,7,26,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,30733,3518,51,8.5,366,79,31026,0,12,7,12,31,5,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
0,KR_6428576955,True,22193,3908,36,9.0,304,56,21336,0,10,7,13,52,7,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,False,26439,4020,51,8.5,313,79,28223,1,7,10,7,23,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
0,KR_6435132240,True,21127,5237,37,9.25,333,91,18508,0,9,7,12,115,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,False,26893,3738,51,8.5,367,52,22561,1,7,9,10,97,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6405209392,False,21377,3412,38,9.5,324,56,20468,1,13,12,12,28,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,True,29760,2800,50,8.333333333333334,321,92,30344,0,12,13,12,22,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6436357311,True,23213,3798,38,9.5,369,79,21463,0,9,8,17,266,10,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,False,26765,1285,51,8.5,359,68,26997,1,8,9,13,26,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6425875357,True,24452,1832,37,9.25,240,64,20182,0,17,11,25,21,8,1,0,BOT_LANE,3,1,1,1,0,1,CHEMTECH_DRAGON,1,0,False,29119,2016,47,7.833333333333333,334,80,24169,1,11,17,9,17,0,0,0,,0,0,0,0,0,0,,0,1
0,KR_6424333511,False,20680,3120,35,8.75,261,83,23057,0,12,11,10,35,9,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,True,29777,2647,50,8.333333333333334,359,55,28183,1,11,12,12,21,5,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
0,KR_6396631979,False,23134,5349,35,8.75,290,75,28228,0,8,15,17,27,5,0,0,,1,0,1,0,0,0,,0,1,True,30144,3959,50,8.333333333333334,348,56,30255,1,15,8,24,23,3,1,0,TOP_LANE,1,0,1,0,0,1,WATER_DRAGON,1,0
0,KR_6359389597,False,17701,883,34,8.5,221,59,22677,0,8,23,8,0,2,0,0,,0,0,0,0,0,0,,0,0,True,35606,5895,54,9.0,370,63,41524,1,23,8,22,0,3,1,0,BOT_LANE,3,1,0,2,0,0,,0,1
0,KR_6442910774,False,19206,3286,35,8.75,273,64,21401,0,8,17,3,17,3,0,0,,0,0,0,0,0,0,,0,0,True,31876,6676,52,8.666666666666666,342,68,30559,1,17,8,18,56,6,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1
0,KR_6441968587,True,21298,2563,36,9.0,304,83,26586,0,14,13,12,21,4,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,False,29307,3507,50,8.333333333333334,338,52,31242,1,13,14,12,20,1,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446257387,True,17626,2881,36,9.0,316,63,18755,1,3,6,5,42,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,False,27628,3658,52,8.666666666666666,349,87,26133,0,6,3,5,22,6,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446326683,True,21600,2705,36,9.0,290,60,21317,1,12,11,9,20,3,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,False,29376,2995,52,8.666666666666666,336,68,32090,0,11,12,11,45,6,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6445959566,False,21677,1162,35,8.75,319,60,22935,1,13,10,12,24,4,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,True,27203,3773,48,8.0,298,64,32206,0,10,13,11,53,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6356858976,False,20464,1419,36,9.0,280,52,27960,0,12,17,6,0,3,0,0,,0,0,0,0,0,0,,0,1,True,29863,5918,54,9.0,303,72,34051,1,17,12,14,0,3,0,0,,0,0,0,0,0,1,"WATER_DRAGON,AIR_DRAGON",2,0
0,KR_6446644234,True,17809,1104,34,8.5,272,56,18339,0,6,13,6,33,5,0,0,,0,0,0,0,0,0,,0,0,False,30318,5533,51,8.5,330,67,32609,1,13,6,14,21,5,0,0,,0,0,0,0,0,0,,0,1
0,KR_6446708930,True,20845,2410,37,9.25,303,76,19687,1,13,7,11,19,6,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1,False,27276,2480,51,8.5,356,52,32799,0,7,13,9,23,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6437490274,True,21829,3004,35,8.75,317,72,22751,1,13,6,17,28,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,27738,4148,49,8.166666666666666,362,76,28225,0,6,13,10,51,8,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,1
0,KR_6445557790,False,19118,1390,35,8.75,280,84,15964,1,7,9,4,18,3,0,0,,0,0,0,0,0,0,,0,1,True,28989,3939,50,8.333333333333334,346,68,25956,0,9,7,7,45,2,1,0,TOP_LANE,1,0,1,0,0,1,HEXTECH_DRAGON,1,0
0,KR_6433809955,False,19930,2745,36,9.0,302,68,17827,1,8,11,11,26,9,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,1,True,29041,4466,52,8.666666666666666,347,80,23485,0,11,8,15,26,10,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
0,KR_6438379869,True,20589,4379,36,9.0,314,72,18268,1,11,10,14,30,11,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,False,28240,4425,49,8.166666666666666,327,68,25713,0,10,11,15,31,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446673696,True,22699,3753,36,9.0,303,72,22214,1,13,9,15,36,6,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,False,26309,2351,49,8.166666666666666,299,60,26875,0,9,13,9,23,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6400263619,True,22548,4463,38,9.5,301,76,26886,0,16,12,10,26,5,0,0,,0,0,0,0,0,1,"EARTH_DRAGON,WATER_DRAGON",2,1,False,30204,3674,48,8.0,310,92,32911,1,12,16,15,24,4,1,0,MID_LANE,1,1,0,0,0,0,,0,0
0,KR_6438091399,False,20351,4435,36,9.0,306,89,19577,0,5,11,5,31,9,0,0,,0,0,0,0,0,0,,0,1,True,26491,3051,51,8.5,342,66,23751,1,11,5,13,21,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6388880070,True,23014,1754,38,9.5,374,63,20193,1,14,2,12,27,10,1,0,BOT_LANE,2,0,0,2,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,1,False,24809,2769,49,8.166666666666666,296,70,20148,0,2,14,2,134,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6434216667,False,19639,2484,35,8.75,258,60,19154,1,10,18,6,24,5,0,0,,0,0,0,0,0,0,,0,1,True,34389,3689,54,9.0,396,79,39552,0,18,10,18,32,6,1,0,MID_LANE,1,1,0,0,0,1,HEXTECH_DRAGON,1,0
0,KR_6430744592,True,19786,1846,37,9.25,324,90,18921,0,7,15,7,23,4,0,0,,0,0,0,0,0,0,,0,1,False,30229,4684,52,8.666666666666666,359,56,29012,1,15,7,21,17,3,0,0,,0,0,0,0,0,1,"FIRE_DRAGON,EARTH_DRAGON",2,0
0,KR_6444383476,False,20877,3452,36,9.0,310,64,21034,1,10,5,15,36,3,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,True,26280,3095,51,8.5,341,79,30420,0,5,10,6,27,9,0,0,,0,0,0,0,0,0,CHEMTECH_DRAGON,1,0
0,KR_6423531614,True,20194,898,35,8.75,258,63,24088,0,9,22,8,23,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,False,33912,5852,50,8.333333333333334,346,71,44965,1,22,9,22,46,4,0,0,,1,0,0,1,0,1,AIR_DRAGON,1,0
0,KR_6370934072,True,26360,859,39,9.75,332,83,29709,1,21,9,15,0,6,1,0,MID_LANE,2,1,0,1,0,1,"HEXTECH_DRAGON,WATER_DRAGON",2,1,False,27956,4841,51,8.5,282,51,32779,0,9,21,13,0,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6439030473,False,21502,2857,36,9.0,280,68,24319,0,14,10,14,25,5,0,0,,0,0,0,0,0,0,,0,1,True,28911,2436,50,8.333333333333334,338,63,27926,1,10,14,8,21,4,0,0,,0,0,0,0,0,0,,0,0
0,KR_6413184507,True,20120,2450,37,9.25,339,68,18512,0,7,7,4,20,9,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,27158,2043,51,8.5,353,59,27315,1,7,7,10,28,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6435746795,False,18960,1660,36,9.0,266,68,17461,1,13,13,16,31,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,True,32078,3088,51,8.5,281,76,36506,0,13,13,10,32,6,1,0,TOP_LANE,2,0,2,0,0,0,,0,1
0,KR_6446298983,True,22523,4533,36,9.0,326,71,21479,0,11,8,10,30,5,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,1,False,26318,1328,51,8.5,281,60,27067,1,8,11,5,23,7,0,0,,0,0,0,0,0,0,,0,0
0,KR_6414078680,False,22628,2867,37,9.25,324,96,19360,0,12,12,11,28,4,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,True,29752,5512,51,8.5,331,68,25752,1,12,12,9,24,11,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
0,KR_6444456688,False,18500,2350,36,9.0,329,66,11640,0,3,9,3,27,8,0,0,,0,0,0,0,0,0,,0,1,True,27777,2732,53,8.833333333333334,366,79,23396,1,9,3,8,36,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
0,KR_6446631813,False,18091,3916,35,8.75,314,64,15649,1,4,8,1,20,5,0,0,,0,0,0,0,0,0,,0,1,True,25069,3329,49,8.166666666666666,329,76,19326,0,8,4,6,24,1,0,0,,0,0,0,0,0,0,,0,0
0,KR_6434689005,False,22776,4946,39,9.75,333,75,25175,1,15,10,12,26,4,0,0,,0,0,0,0,0,1,"EARTH_DRAGON,HEXTECH_DRAGON",2,1,True,28734,5869,53,8.833333333333334,333,84,29058,0,10,15,9,23,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6414877505,True,20533,2128,37,9.25,326,71,25137,0,10,7,8,21,5,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,26101,3771,51,8.5,321,64,23223,1,7,10,7,22,4,0,0,,0,0,0,0,0,0,,0,1
0,KR_6436175134,False,23749,1931,37,9.25,308,76,21798,1,16,11,14,17,7,1,0,MID_LANE,1,1,0,0,0,0,,0,1,True,30214,1954,52,8.666666666666666,367,64,30185,0,11,16,10,27,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
0,KR_6444617726,True,23571,3006,38,9.5,349,76,18041,1,14,5,12,63,11,1,0,BOT_LANE,2,0,1,1,0,1,WATER_DRAGON,1,1,False,27162,1772,50,8.333333333333334,316,71,25476,0,5,14,6,24,5,0,0,,0,0,0,0,0,0,,0,0
0,KR_6425649877,True,22585,4220,37,9.25,310,50,22774,1,14,4,23,21,4,0,0,,1,1,0,0,0,0,,0,1,False,26709,1643,49,8.166666666666666,382,83,25849,0,4,14,4,27,7,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,0
0,KR_6445376388,True,22494,1774,36,9.0,334,64,21763,1,11,7,10,32,11,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,False,26548,2570,48,8.0,279,76,20132,0,7,11,10,27,7,0,0,,0,0,0,0,0,0,,0,0
0,KR_6429861880,True,22902,3062,36,9.0,332,70,26112,1,9,5,6,23,8,0,0,,1,0,1,0,0,1,"HEXTECH_DRAGON,CHEMTECH_DRAGON",2,1,False,24131,1521,50,8.333333333333334,286,58,21223,0,5,9,5,32,2,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6445876117,False,22970,2434,35,8.75,296,63,24615,1,16,15,17,29,10,0,0,,0,0,0,0,0,0,,0,1,True,31428,2679,50,8.333333333333334,296,74,31805,0,15,16,20,25,5,1,0,MID_LANE,1,1,0,0,0,1,EARTH_DRAGON,1,0
0,KR_6441028825,False,18276,1586,32,8.0,269,44,17358,0,10,21,11,31,3,0,0,,0,0,0,0,0,0,,0,0,True,33075,4215,50,8.333333333333334,314,88,34101,1,21,10,28,25,5,0,0,,0,0,0,0,0,1,"WATER_DRAGON,FIRE_DRAGON",2,0
0,KR_6372990045,True,21234,2539,37,9.25,315,52,22090,0,15,12,12,0,9,0,0,,0,0,0,0,0,0,,0,0,False,28690,1820,51,8.5,308,60,30887,1,12,15,12,0,17,0,0,,0,0,0,0,0,0,,0,0
0,KR_6414004336,False,21724,2439,36,9.0,330,71,23579,1,13,7,16,29,5,0,0,,0,0,0,0,0,0,,0,1,True,27617,3852,53,8.833333333333334,391,80,27831,0,7,13,4,287,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
0,KR_6445714260,True,22113,3993,38,9.5,318,80,21157,1,11,10,9,25,5,0,0,,0,0,0,0,0,0,,0,1,False,28524,3174,50,8.333333333333334,334,60,33715,0,10,11,12,19,7,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
0,KR_6432695197,False,19920,2455,35,8.75,337,65,19775,0,7,13,9,21,9,0,0,,0,0,0,0,0,0,,0,0,True,30878,5284,51,8.5,355,72,24528,1,13,7,16,31,4,1,0,TOP_LANE,1,0,1,0,0,1,WATER_DRAGON,1,1
0,KR_6446226158,True,23943,3283,37,9.25,297,84,24762,1,12,13,11,64,10,1,0,MID_LANE,1,1,0,0,0,0,,0,0,False,28954,3284,50,8.333333333333334,314,72,28214,0,13,12,19,26,36,0,0,,1,0,1,0,0,1,HEXTECH_DRAGON,1,1
0,KR_6399919457,False,19413,2008,34,8.5,289,68,21130,0,7,18,8,47,3,0,0,,0,0,0,0,0,0,,0,1,True,31641,2821,50,8.333333333333334,295,70,33845,1,18,7,16,24,6,1,0,BOT_LANE,1,0,0,1,0,1,CHEMTECH_DRAGON,1,0
0,KR_6418936683,False,16576,3841,32,8.0,232,43,10943,0,6,9,9,17,2,0,0,,0,0,0,0,0,0,,0,0,True,31788,2633,51,8.5,375,88,21929,1,9,6,11,27,4,1,0,BOT_LANE,4,2,1,1,0,1,AIR_DRAGON,1,1
0,KR_6437582393,False,25200,3820,36,9.0,316,56,25985,0,20,17,22,59,8,1,0,TOP_LANE,2,1,1,0,0,0,,0,0,True,32331,4396,50,8.333333333333334,284,76,34832,1,17,20,18,27,7,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1
0,KR_6441279481,True,22352,4387,37,9.25,287,81,27715,0,19,10,25,40,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,29573,3468,49,8.166666666666666,333,72,33423,1,10,19,13,48,3,0,0,,0,0,0,0,0,0,,0,1
0,KR_6429834222,True,21722,3982,38,9.5,373,63,21405,0,11,7,10,26,11,0,0,,0,0,0,0,0,0,,0,0,False,25592,4237,49,8.166666666666666,333,72,25181,1,7,11,4,27,4,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1
0,KR_6415154536,True,26193,4123,36,9.0,308,72,23849,1,18,14,19,18,11,1,0,TOP_LANE,1,0,1,0,0,0,WATER_DRAGON,1,1,False,29795,975,50,8.333333333333334,334,72,32244,0,14,18,15,28,6,0,0,,1,0,0,1,0,1,EARTH_DRAGON,1,0
0,KR_6383502458,True,20559,2769,36,9.0,300,84,21048,1,11,8,8,22,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,False,27413,3433,53,8.833333333333334,337,52,27819,0,8,11,6,23,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6400417460,True,20546,3351,36,9.0,289,70,21877,1,13,14,9,18,5,0,0,,0,0,0,0,0,0,,0,0,False,31479,2534,52,8.666666666666666,375,60,33622,0,14,13,9,31,4,1,0,MID_LANE,1,1,0,0,0,1,FIRE_DRAGON,1,1
0,KR_6446686317,True,19196,2336,34,8.5,274,43,18449,0,8,14,8,23,6,0,0,,0,0,0,0,0,0,,0,0,False,30343,1918,51,8.5,356,80,26663,1,14,8,9,21,3,1,0,MID_LANE,1,1,0,0,0,1,FIRE_DRAGON,1,1
0,KR_6410088066,False,17765,1710,33,8.25,239,56,17569,1,5,19,6,20,2,0,0,,0,0,0,0,0,0,,0,1,True,32059,4844,50,8.333333333333334,341,60,33168,0,19,5,21,17,4,1,0,MID_LANE,2,1,0,1,0,1,CHEMTECH_DRAGON,1,0
0,KR_6428672059,True,25371,2746,35,8.75,309,8,28360,1,20,15,26,41,7,1,0,MID_LANE,2,1,1,0,0,1,CHEMTECH_DRAGON,1,1,False,33288,2293,52,8.666666666666666,317,131,33756,0,15,20,23,24,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6437078996,False,19756,2605,36,9.0,312,86,16499,0,8,11,8,27,8,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,True,30500,4320,52,8.666666666666666,402,80,31019,1,11,8,5,27,4,1,0,TOP_LANE,1,0,1,0,0,0,WATER_DRAGON,1,1
0,KR_6444380435,True,19188,2518,36,9.0,312,76,21964,1,6,8,7,19,5,0,0,,0,0,0,0,0,1,"WATER_DRAGON,EARTH_DRAGON",2,0,False,27458,4563,49,8.166666666666666,346,71,35611,0,8,6,13,48,8,0,0,,0,0,0,0,0,0,,0,1
0,KR_6432116701,False,18227,3067,35,8.75,268,63,17980,1,8,9,6,24,6,0,0,,0,0,0,0,0,0,,0,0,True,28621,3996,53,8.833333333333334,427,84,25065,0,9,8,8,28,9,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1
0,KR_6427536956,True,23061,4071,36,9.0,300,80,24629,1,14,7,17,132,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,False,24916,2591,46,7.666666666666667,266,50,22999,0,7,14,6,24,3,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
0,KR_6443859225,True,22045,2295,36,9.0,300,64,22934,1,14,7,15,25,5,1,0,BOT_LANE,1,0,0,1,0,1,HEXTECH_DRAGON,1,0,False,28646,4301,52,8.666666666666666,337,68,30395,0,7,14,6,19,5,0,0,,0,0,0,0,0,0,,0,1
0,KR_6444560446,True,20814,3609,36,9.0,307,68,21596,0,8,13,6,28,2,0,0,,0,0,0,0,0,0,,0,0,False,26515,1660,50,8.333333333333334,297,72,29281,1,13,8,11,51,3,0,0,,0,0,0,0,0,0,,0,0
0,KR_6439457064,True,23672,1877,37,9.25,308,88,27467,1,16,9,16,64,3,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1,False,27210,6765,49,8.166666666666666,344,40,31135,0,9,16,12,23,9,0,0,,0,0,0,0,0,0,,0,0
0,KR_6446622389,False,19318,4893,36,9.0,326,64,16399,1,5,11,4,24,5,0,0,,0,0,0,0,0,0,,0,1,True,28270,5680,50,8.333333333333334,358,71,22468,0,11,5,11,26,6,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,0
0,KR_6445079553,True,23575,3545,36,9.0,312,66,22916,0,15,10,18,56,11,1,0,MID_LANE,1,1,0,0,0,0,,0,1,False,29228,2343,48,8.0,338,64,27151,1,10,15,13,33,11,0,0,,0,0,0,0,0,0,,0,0
0,KR_6445561854,True,22368,2872,37,9.25,287,77,23124,1,16,9,14,119,4,0,0,,0,0,0,0,0,0,,0,1,False,27866,3722,50,8.333333333333334,305,70,35669,0,9,16,7,20,3,0,0,,0,0,0,0,0,0,,0,0
